,Country,Year,Life expectancy,Children out of primary school,Deaths(HIV/AIDS),Incidence(HIV/AIDS),Prevalence(HIV/AIDS),Disability-Adjusted Life Years,Maternal mortality,Child mortality
1902,PRT,1991,74.67,9968,278.6737440773405,5741.70489264,2144.85612244,29059.05075493787,17.0,1.36
1903,PRT,1992,74.835,3088,422.0523249249307,7156.73178602,2807.1979029800004,28368.36603126639,17.0,1.25
1904,PRT,1993,75.006,2138,538.7538563918479,8269.01138864,3436.7678028100004,28014.676632473173,16.0,1.14
1905,PRT,1994,75.192,7577,786.8918751547368,9041.60490754,4015.16436656,26792.237394974934,15.0,1.05
1906,PRT,1995,75.397,3874,1085.3097369078112,9454.85245562,4526.47674904,26816.110910821284,15.0,0.97
1907,PRT,1996,75.627,3039,1316.3760429244992,9328.60854483,5129.4319942,26794.846232631066,15.0,0.91
1908,PRT,2000,76.749,16228,1143.0331802518797,6767.18800601,7844.962883070001,24759.389658980184,13.0,0.7200000000000001
1909,PRT,2005,78.451,2118,997.6864592438995,8401.07545433,11109.5288714,22074.574885496924,12.0,0.47
1910,PRT,2006,78.786,2956,892.7014347152193,8127.63115926,11756.371508700002,21627.01789671579,11.0,0.44
1911,PRT,2009,79.716,461,755.7884527265,6320.77618214,13393.795107000002,20908.14336335328,11.0,0.4
1912,PRT,2010,79.995,142,715.6610587871997,5927.0007747,13904.0406464,20521.680514577507,11.0,0.39
1913,PRT,2011,80.26,1192,648.0195609232002,5782.32632719,14422.5756689,20201.986108086094,10.0,0.38
1914,PRT,2012,80.513,907,558.0062497487995,5800.25488436,14956.087958700002,19896.048879312508,11.0,0.37
1915,PRT,2013,80.758,525,511.1149435466,5960.29962888,15486.507945300002,19586.21085455592,10.0,0.37
1916,PRT,2014,80.995,3051,428.3954569425003,6247.6778509,16009.0383944,19300.82311528377,10.0,0.36
1917,PRT,2015,81.224,7802,512.6767075561002,6635.52406241,16522.2767489,18952.82551547677,10.0,0.35
1918,PRI,2014,79.366,40680,248.63074071083557,177.092629606,244.425816104,20957.559276930955,15.0,0.6885
1919,PRI,2015,79.52,45370,212.344677185183,183.664055851,230.800918595,20499.83085526157,14.0,0.6662
1920,QAT,1990,75.824,7202,2.941818166225073,7.56488452655,4.58474116731,34842.12586309274,29.0,2.08
1921,QAT,1991,76.041,10049,3.42736506536319,7.1517629686,4.976382094440001,34606.03183223726,30.0,1.95
1922,QAT,1992,76.241,12057,3.9224720975995817,6.71660918099,5.3122749132900005,34454.96823248702,29.0,1.82
1923,QAT,1993,76.427,12965,4.438998992200366,6.31542503351,5.5958445799700005,34518.640512448335,29.0,1.7100000000000002
1924,QAT,1994,76.599,10451,4.915760041149983,5.97763805111,5.820941637490001,34108.531107145216,29.0,1.6100000000000003
1925,QAT,1998,77.19,1485,5.6381095026096855,5.21749588465,6.10988257549,32150.40331995011,24.0,1.35
1926,QAT,1999,77.327,715,5.755093424580464,5.05355527067,6.13994983185,31382.93926636076,24.0,1.3
1927,QAT,2000,77.467,2174,5.110462207112184,4.97582018025,6.2398768276,30395.90968556539,24.0,1.25
1928,QAT,2001,77.612,1521,4.211856157781921,4.79992476125,6.43570196916,29170.148970342078,23.0,1.2000000000000002
1929,QAT,2002,77.762,1034,3.322787613695575,4.38551785567,6.7015758615,28205.588102241458,23.0,1.16
1930,QAT,2003,77.919,1960,3.6332466754173263,3.87126528166,7.05589085641,27229.655057673925,21.0,1.11
1931,QAT,2004,78.083,2731,3.669443166466992,3.46982654114,7.52073453469,26426.72945568503,21.0,1.07
1932,QAT,2005,78.252,905,3.838100076750072,3.48977435739,8.122797161980001,26133.57397048937,21.0,1.04
1933,QAT,2006,78.425,3885,4.214126538491055,3.89805510738,8.8496765114,25629.48532711118,21.0,1.0
1934,QAT,2007,78.601,285,4.666055151284431,4.43331156629,9.70160543796,25186.431253927683,19.0,0.97
1935,QAT,2009,78.945,1701,6.157694618860413,5.85757852335,11.9334855301,24588.33710646857,17.0,0.92
1936,QAT,2010,79.108,1789,6.468359587955206,6.70433568746,13.3126711524,23960.737103285213,16.0,0.9
1937,QAT,2011,79.26,581,6.599274183022489,7.47935267232,14.5842752985,23432.45770807995,15.0,0.8900000000000001
1938,QAT,2012,79.399,2076,6.6592709170220346,8.1348469913,15.4952505364,23010.30475497841,14.0,0.8800000000000001
1939,QAT,2013,79.527,6669,6.630777672125764,8.68181385886,16.146799033900002,22542.38383871632,13.0,0.87
1940,QAT,2014,79.646,6996,6.512947947159453,9.12945445884,16.6835847501,22200.26810553268,13.0,0.86
1941,QAT,2015,79.758,4352,6.620104921486412,9.53534691572,17.2161351692,21794.131202105145,13.0,0.86
1942,ROU,1993,69.517,335243,269.2172669057512,487.981866302,160.621965995,37506.82773162429,87.0,2.8000000000000003
1943,ROU,1994,69.51,227114,385.004356757995,555.063300024,189.669755141,37703.18166606421,81.0,2.78
1944,ROU,1995,69.526,163773,445.2339126067449,603.305147982,219.424802748,37717.46031586047,77.0,2.7300000000000004
1945,ROU,1996,69.587,148615,517.2136540554092,632.96767434,259.271353707,38525.49756997144,73.0,2.66
1946,ROU,1997,69.708,149922,607.4981884688875,651.836355837,310.960613587,38405.12009988722,69.0,2.5600000000000005
1947,ROU,1998,69.898,96108,597.5489664837528,665.200069462,362.823239751,36661.148048763374,62.0,2.45
1948,ROU,1999,70.155,127243,493.80039315687713,681.462915629,404.156811224,35006.67378891013,56.0,2.32
1949,ROU,2000,70.47,118045,495.6862144520256,709.131236675,424.384827554,34151.192800671786,51.0,2.2
1950,ROU,2001,70.824,102718,488.5239670622047,761.884490678,463.5936559910001,34114.5623929271,46.0,2.1
1951,ROU,2002,71.194,63672,355.1083349288682,839.983552613,551.526714793,33955.76237932468,44.0,2.0500000000000003
1952,ROU,2003,71.561,23685,259.4288782460428,927.592109107,663.7247828100001,33419.647604353406,40.0,2.01
1953,ROU,2004,71.917,1161,224.3947528799669,1001.46332499,775.556116453,32542.05181855989,35.0,1.93
1954,ROU,2005,72.262,3177,188.09564486555985,1027.50950715,857.7311833480001,31846.04420432522,33.0,1.79
1955,ROU,2006,72.605,20183,172.0644982296851,1037.34875661,921.57950901,31010.76690654377,30.0,1.62
1956,ROU,2007,72.956,19541,133.02602757515086,1076.28213776,995.080973769,30107.860836907435,29.0,1.4500000000000002
1957,ROU,2008,73.322,20516,129.49677716865196,1136.46947545,1073.39881203,29977.874628188933,29.0,1.31
1958,ROU,2009,73.695,18751,110.34223962168512,1192.06241612,1146.57103572,29716.1356997988,30.0,1.21
1959,ROU,2010,74.066,20293,111.63227582839892,1199.05696544,1197.12802134,29225.725548846985,30.0,1.15
1960,ROU,2011,74.42,24545,159.21500737061595,1165.06206535,1238.91106487,28006.426182743715,30.0,1.1
1961,ROU,2012,74.744,33096,151.90237807686407,1117.65990533,1289.1897791800002,27857.92448810672,30.0,1.05
1962,ROU,2015,75.476,82464,159.1846235067399,963.205226104,1511.43211412,27036.72045628045,31.0,0.92
1963,RUS,2014,71.018,149626,17124.69548447733,102270.055259,62936.8823771,34750.297656300594,25.0,0.8300000000000001
1964,RUS,2015,71.464,80703,20576.855494228526,114186.043763,74106.86232330001,33654.458472122315,25.0,0.8
1965,RWA,1999,46.639,171140,13280.63323570901,22751.1432442,20339.671695700003,106767.33523822794,1070.0,20.540000000000003
1966,RWA,2002,50.987,255515,15120.11449739719,15463.8266561,21056.5569669,88136.76077597958,870.0,16.41
1967,RWA,2003,52.178,197182,15283.64704684094,13022.1447207,20539.069745,81281.06427745662,770.0,14.7
1968,LCA,1990,71.074,630,7.6389011467071875,16.0416462571,7.230122377690001,34144.94125392412,45.0,2.14
1969,LCA,2000,73.319,2049,10.982621157932408,10.0458491315,13.040945852100002,29350.379428469907,54.0,1.79
1970,LCA,2001,73.486,1934,11.200503583393196,9.42130086072,12.9478958041,28881.71882535688,58.0,1.7600000000000002
1971,LCA,2002,73.648,284,10.815130880562505,8.50191038941,12.6274552261,28870.3434938856,62.0,1.74
1972,LCA,2003,73.808,297,10.863401600153203,7.52807466458,12.1807093984,28817.09547507934,68.0,1.7300000000000002
1973,LCA,2004,73.966,1126,10.293635479437905,6.74917314412,11.7216120901,28669.559936249418,68.0,1.7100000000000002
1974,LCA,2005,74.122,1428,9.0411666695336,6.42627462955,11.3768840949,28496.39722575285,67.0,1.69
1975,LCA,2006,74.276,959,8.551045349105861,6.60418798444,11.0639205102,28160.631547163477,59.0,1.67
1976,LCA,2007,74.426,1075,8.524102800539515,7.05059895395,10.6664432136,27633.691419993276,61.0,1.65
1977,LCA,2015,75.596,235,8.26314239189078,8.95472261802,9.45887278312,26679.261049611487,48.0,1.37
1978,VCT,1994,70.752,95,17.485453955654613,47.4128252542,32.2500342908,33402.35371962755,74.0,2.24
1979,VCT,2000,70.809,295,35.33654358795879,27.7328888691,37.7260649147,33522.47455666839,74.0,2.24
1980,VCT,2002,70.977,158,30.828911252660127,22.3367852685,35.6982448924,33003.7191534782,68.0,2.23
1981,VCT,2003,71.087,94,27.57490488191312,19.4929588363,33.851562244600004,32057.012900546848,64.0,2.23
1982,VCT,2004,71.208,104,27.47717709530812,17.3491404513,32.0293140512,31881.940466726915,54.0,2.22
1983,VCT,2005,71.331,269,25.166865150514592,16.4683900784,30.6959303438,31594.927229954763,50.0,2.22
1984,VCT,2007,71.554,181,23.16884201973625,18.4008341099,28.2329228565,30877.8186001625,51.0,2.2
1985,VCT,2008,71.643,259,20.447257420305288,20.1798727116,26.889004596900005,30527.51143501232,52.0,2.17
1986,VCT,2009,71.716,99,20.350636661051528,21.8271166604,25.7627118707,30380.91647369977,51.0,2.1300000000000003
1987,VCT,2010,71.776,71,20.922564658381315,22.7997790977,25.082688501600003,30428.907041389903,50.0,2.07
1988,VCT,2011,71.827,97,18.543934876994204,23.1543483881,24.699804515400004,30485.29528614968,48.0,2.01
1989,VCT,2012,71.879,38,18.342384381183823,23.314993105,24.3379751823,30735.49364460038,47.0,1.93
1990,VCT,2013,71.939,21,19.427343873572777,23.2906497933,24.0226670109,31602.931988656317,46.0,1.8600000000000003
1991,VCT,2015,72.095,113,26.04139025806621,22.6207320068,23.6243034373,31460.81599934799,45.0,1.72
1992,WSM,1994,67.037,1779,3.562027161671618,7.21327348794,5.06988483963,33492.529741449245,125.0,2.7
1993,WSM,1998,68.067,1041,4.588583164669213,6.77590620246,5.55991215988,32542.630755551112,101.0,2.34
1994,WSM,1999,68.399,1172,4.747792020600652,6.66582583873,5.619671938230001,32405.129888477324,96.0,2.27
1995,WSM,2000,68.748,706,4.871786500480391,6.71077734208,5.701407720120001,32190.865366147715,93.0,2.19
1996,WSM,2001,69.103,692,4.96907576568681,7.06633521251,5.821253177140001,31935.792285749518,88.0,2.12
1997,WSM,2007,70.901,456,5.68546850528992,11.141020041,7.173744565180001,30767.302512888,71.0,1.92
1998,WSM,2009,71.412,75,6.300242662040468,12.4780409008,8.129959565990001,35051.407612330295,66.0,2.44
1999,WSM,2010,71.663,157,6.372180459117686,13.318602013,8.60959557666,30671.042203576548,64.0,1.89
2000,WSM,2011,71.906,417,6.387987575136382,14.3889027573,9.1519925237,30626.994299650345,61.0,1.89
2001,WSM,2012,72.136,382,6.475599381128975,15.7745169967,9.84829345559,30948.24555746892,59.0,1.87
2002,WSM,2014,72.549,236,7.403933995812836,19.4271145933,11.6661115982,30312.3850819452,53.0,1.8100000000000005
2003,WSM,2015,72.73,165,8.005745367043211,21.5467915619,12.7510289277,30255.566687690745,51.0,1.77
2004,STP,1990,58.247,1112,0.252256360672011,1.95910280032,1.62463363525,53099.94726745344,330.0,10.48
2005,STP,1999,60.742,4725,0.8431499934039497,1.56699559948,3.0745707883600004,50814.19720912681,231.0,8.75
2006,STP,2002,62.687,1079,0.9391726139213928,1.6388590086,3.15754544322,47115.95615858657,207.0,7.420000000000001
2007,STP,2003,63.359,784,0.9784409689730528,1.59084978948,3.10244106914,46261.05758566243,199.0,6.970000000000001
2008,STP,2004,64.02,455,1.0216881901332804,1.53066662142,3.02275979117,45433.12139305223,191.0,6.550000000000001
2009,STP,2005,64.659,456,0.9487667325528109,1.47641856728,2.93579848942,45490.10522463998,181.0,6.15
2010,STP,2007,65.854,2708,0.4313679995231246,1.29914055881,2.4530908559,42995.47053693754,173.0,5.43
2011,STP,2008,66.412,2515,0.3732974461018297,1.18511163623,2.09470012789,42431.10448979407,167.0,5.120000000000001
2012,STP,2009,66.938,2470,0.3686028016726969,1.09603899852,1.78146831639,40908.28948999985,166.0,4.82
2013,STP,2010,67.43,2718,0.3142576019813882,1.068470543,1.6222778465400003,40218.6808415576,162.0,4.54
2014,STP,2013,68.695,3728,0.2136769266494073,1.16062847289,1.64646871776,39468.03511015257,161.0,3.86
2015,STP,2014,69.052,3702,0.1883728250097038,1.22004367119,1.7362858716200005,38575.6529615984,159.0,3.68
2016,STP,2015,69.377,3817,0.1948765698433619,1.30026670086,1.87683572351,37928.93598142441,156.0,3.5200000000000005
2017,SAU,2009,73.75,253278,405.79228593033287,496.715287551,473.341429987,27931.757999744583,14.0,1.62
2018,SAU,2010,73.917,89185,419.9830577807979,513.793545395,492.955114512,27697.19104106383,14.0,1.57
2019,SAU,2011,74.089,90164,434.1533706519622,532.760769033,515.23621004,27334.933226232195,13.0,1.52
2020,SAU,2012,74.254,4621,447.680282059327,553.27006501,538.449954739,26881.635433069623,13.0,1.47
2021,SAU,2013,74.402,67693,461.960896231116,575.135812891,562.3708710650001,26408.504051960103,12.0,1.42
2022,SAU,2015,74.651,22068,492.65343531524513,622.204788414,611.508718832,25848.207155055385,12.0,1.33
2023,SEN,1990,57.202,688582,207.47913018741852,2162.66957407,586.668662037,68896.05706664518,540.0,14.04
2024,SEN,1992,57.529,744848,417.42645136152265,3457.5591802,1128.59499636,67249.96130570311,519.0,13.86
2025,SEN,1994,57.48,780769,739.7562377058393,4572.89745083,1721.08583782,66556.02736141677,511.0,14.06
2026,SEN,1996,57.342,747136,1177.8464362864904,5268.70220217,2378.99598771,65993.73459901214,508.0,14.29
2027,SEN,1997,57.323,695521,1434.4011697066676,5582.25197065,2798.2840906300003,65074.30133523645,506.0,14.31
2028,SEN,1998,57.376,667557,1707.4757630255815,5879.15030424,3238.71957974,64289.04689050511,501.0,14.19
2029,SEN,1999,57.523,696536,1989.718662065844,6138.58918345,3647.9971933,63142.37369509376,496.0,13.91
2030,SEN,2000,57.787,658239,2279.4387786972147,6339.55742859,3966.72150053,61490.6406577528,488.0,13.42
2031,SEN,2003,59.259,580082,3094.7284396906825,5753.87485197,4751.9156764,56810.14817583563,462.0,11.14
2032,SEN,2004,59.912,642783,3321.0171338561104,5336.8169135,4968.372043110001,55355.74156006976,445.0,10.32
2033,SEN,2005,60.62,637148,3504.141950586871,4995.56515222,5122.11871479,53983.88582539206,427.0,9.55
2034,SEN,2006,61.365,594493,3643.5029473155937,4675.52875011,5192.89649574,52463.14877878667,426.0,8.840000000000002
2035,SEN,2007,62.126,560734,3487.005668262115,4277.63121872,5194.52847861,50752.221232233605,414.0,8.200000000000001
2036,SEN,2008,62.88,555123,3137.4458619977618,3869.80432152,5154.98327772,49292.53842744903,398.0,7.640000000000001
2037,SEN,2009,63.607,561905,2958.9349830581205,3530.18843382,5104.3979576,48027.33242201031,387.0,7.13
2038,SEN,2010,64.284,553211,2789.12737807466,3344.1337475,5075.8291406,46983.73340028147,375.0,6.68
2039,SEN,2011,64.898,550287,2649.816366238717,3263.30808091,5068.09538873,46003.39889525688,365.0,6.260000000000001
2040,SEN,2012,65.448,503229,2632.9056693828984,3182.65097856,5057.9411811400005,45118.61373266929,351.0,5.890000000000001
2041,SEN,2013,65.939,540858,2565.6111262582185,3104.91014979,5048.51989003,44248.78128866165,335.0,5.550000000000001
2042,SEN,2014,66.37,541676,2387.258565068556,3033.14974423,5043.36373456,43418.57941559368,323.0,5.23
2043,SEN,2015,66.747,563931,2152.566698910304,2969.41159355,5045.40491089,42739.46933922321,315.0,4.95
2044,SRB,2014,75.095,3423,83.17583977319502,150.166175971,246.3872442,26353.590158582367,17.0,0.66
2045,SRB,2015,75.309,2187,81.41049367331111,143.600269466,251.043276913,26291.41220122613,17.0,0.6200000000000001
2046,SLE,2012,51.018,43719,3089.6661762972744,3263.30085339,5917.5000685800005,72059.82517906673,1510.0,14.04
2047,SLE,2013,51.731,2476,3059.159392369317,3145.19163766,5956.457062400001,69108.74036836824,1460.0,13.2
2048,SLE,2015,52.941,19253,2793.3500018202385,2978.23223681,5807.293575510001,67203.4266732379,1360.0,11.88
2049,SVK,2001,73.497,10471,5.740201504530508,10.9051954832,8.519766287000001,28443.627865923037,8.0,0.94
2050,SVK,2002,73.695,18356,5.920553229649917,11.9167202286,8.87088234092,28240.302080927428,8.0,0.91
2051,SVK,2003,73.886,21387,6.292951836697254,13.2674194464,9.39659334047,28092.902429452137,7.0,0.8800000000000001
2052,SVK,2004,74.074,22196,5.873330349539838,14.7650395751,10.1805289039,27524.499093059785,7.0,0.8500000000000001
2053,SVK,2005,74.267,17806,4.5931589870836005,16.1880695958,11.2998535341,27553.921406992427,7.0,0.82
2054,SVK,2006,74.473,11429,3.740554512723631,17.8378335168,12.8345860619,27215.18438736972,6.0,0.79
2055,SVK,2007,74.698,5709,3.7030455731384615,19.9276060601,14.700886455400004,27208.87314781622,7.0,0.77
2056,SVK,2008,74.945,5564,3.562040269404476,22.0803761243,16.7198963445,26779.110723563088,6.0,0.7400000000000001
2057,SVK,2009,75.212,8041,3.876393549597568,23.8814058968,18.7061403066,26383.804511100712,6.0,0.7200000000000001
2058,SVK,2010,75.493,10409,3.8583746874939866,24.9103700933,20.472727654600003,25735.00647719818,6.0,0.7000000000000001
2059,SVK,2011,75.782,11670,4.14658669980348,25.3263646765,22.114684649500003,25350.097858637822,6.0,0.68
2060,SVK,2012,76.067,9150,4.362945328323344,25.5338344357,23.8410845687,24964.22149615621,6.0,0.66
2061,SVK,2013,76.34,8543,4.240340370301015,25.5337979609,25.6323926896,24542.5807561986,6.0,0.6400000000000001
2062,SVK,2014,76.595,11034,3.8899018855501,25.3225840413,27.4640542451,24338.846207956773,6.0,0.6200000000000001
2063,SVK,2015,76.827,13359,3.861926954040003,24.867641375,29.3190211364,24449.404768050397,6.0,0.6000000000000001
2064,SVN,1995,74.471,7536,9.252785898046811,12.0371039479,8.15130386821,27528.179437732048,12.0,0.75
2065,SVN,1996,74.767,5524,3.300737103973224,11.4281640011,8.39997251512,27021.524036316125,12.0,0.7000000000000001
2066,SVN,1997,75.062,4670,2.9558202359786123,10.0651504421,8.82786314928,26855.74983153841,11.0,0.66
2067,SVN,1998,75.353,2205,10.26484399259743,8.42787181226,9.32825960777,26683.211090548022,12.0,0.6200000000000001
2068,SVN,1999,75.638,3169,6.76489296089779,7.02782886052,9.81024109618,26230.72559259944,12.0,0.58
2069,SVN,2000,75.924,3851,4.629693572526588,6.36383262204,10.1654197298,25642.76100086121,12.0,0.55
2070,SVN,2001,76.219,3137,8.515772764340902,6.21172951173,10.3061079504,25444.87585026968,11.0,0.52
2071,SVN,2002,76.532,2427,3.7966663567725294,6.04263736809,10.2864731283,24995.423606939665,12.0,0.5
2072,SVN,2003,76.866,1594,2.7760887641308734,5.89540423609,10.2031065252,24966.655348862536,11.0,0.47
2073,SVN,2004,77.22,382,2.6188088152465028,5.79604313394,10.1696795839,24338.720413442512,12.0,0.44
2074,SVN,2005,77.591,135,3.624752996229733,5.77115489995,10.2892802202,23566.90446781845,11.0,0.42
2075,SVN,2006,77.973,50,0.909829135654911,6.35376585794,10.554022297,23289.618022508286,9.0,0.4
2076,SVN,2007,78.355,846,3.7888476215362688,7.73204063832,10.8923955634,23002.963257475163,10.0,0.38
2077,SVN,2008,78.729,729,4.563386596442037,9.40809008679,11.3031655677,22511.86361642303,9.0,0.36
2078,SVN,2009,79.087,764,1.6307224180425806,10.871873906,11.7911207398,21966.4802348986,9.0,0.34
2079,SVN,2010,79.421,683,1.3115138482049509,11.6013043101,12.3507046145,21527.317735386638,9.0,0.32
2080,SVN,2011,79.725,353,1.6340991476444944,11.7890416004,13.0032579853,21094.132593899347,9.0,0.3
2081,SVN,2012,80.001,431,2.3244779059952743,11.9299730257,13.763193595800002,20933.751420184573,8.0,0.2799999999999999
2082,SVN,2013,80.25,718,4.840935444526457,12.0215162446,14.6248315335,20672.262496228548,9.0,0.27
2083,SVN,2014,80.474,894,3.801524589888159,12.0461553015,15.5883869842,19959.96898376661,9.0,0.25
2084,SVN,2015,80.673,521,3.627775538815775,11.9831134469,16.6423567199,20060.0836133849,9.0,0.24
2085,SLB,2005,69.158,18342,15.35518872112428,28.1391375507,18.140043436400003,49939.2113019612,164.0,2.8800000000000003
2086,SLB,2006,69.462,14861,16.034271947521873,29.6619475392,19.0543795351,49640.50412141922,158.0,2.8800000000000003
2087,SLB,2007,69.762,15048,16.393971308090872,31.1040610542,20.249338934900003,49837.56778342377,152.0,2.87
2088,SLB,2013,71.601,360,19.92383718088778,49.5007286574,31.534766159600004,46524.107551861634,122.0,2.72
2089,SLB,2014,71.896,492,21.866846660231538,55.7152535268,34.745511433500006,46522.25082004095,118.0,2.68
2090,SLB,2015,72.173,68,23.92279228669301,62.8583805927,38.3745385845,45752.73771042759,114.0,2.6300000000000003
2091,ZAF,1991,63.384,879766,1774.5604418127718,122960.694754,14138.1164822,50232.88308463065,98.0,5.59
2092,ZAF,1994,62.331,792993,13427.320996537925,367113.780589,68976.0570412,50728.50170588966,69.0,5.57
2093,ZAF,1995,61.561,755068,23001.337996605533,424327.248021,94070.8555628,51465.85564881714,62.0,5.720000000000001
2094,ZAF,1998,58.315,730746,79974.98368113591,596485.332048,253822.756148,62857.81744145661,66.0,6.300000000000001
2095,ZAF,1999,57.144,641448,108739.69741308244,642018.651182,314566.29016900004,67169.05576494358,76.0,6.48
2096,ZAF,2000,56.048,723573,141032.66311932835,665512.307608,359024.531038,73329.43048066561,85.0,6.670000000000001
2097,ZAF,2001,55.089,652929,175554.4225224198,650442.832884,393950.7303830001,75825.30198142507,89.0,6.870000000000001
2098,ZAF,2002,54.31,563106,210317.1854646536,598888.645971,431898.341989,79540.42872185224,95.0,7.109999999999999
2099,ZAF,2003,53.749,459597,243000.0308620626,530640.80095,467751.35978,82780.81984476329,102.0,7.32
2100,ZAF,2004,53.444,396784,271664.4164559735,468914.451245,496586.188327,84688.791908199,107.0,7.440000000000001
2101,ZAF,2005,53.447,380577,294991.54836049443,439287.660314,514067.544188,85444.11467412721,112.0,7.43
2102,ZAF,2015,62.649,311658,181205.321432468,334278.689762,635046.9440390001,51775.178449617386,138.0,4.41
2103,KOR,1990,71.657,10363,78.52196254900531,338.699076634,282.471286639,30893.00180517204,21.0,1.57
2104,KOR,1991,72.147,12040,78.92918502919035,345.796317747,299.65602436800003,30177.567571658383,21.0,1.4400000000000002
2105,KOR,1992,72.613,19090,85.83668376840555,372.71464161,317.780412091,29045.20258237813,20.0,1.33
2106,KOR,1993,73.061,28457,84.71945662192078,418.700351061,337.845588853,28325.54330296704,19.0,1.2300000000000002
2107,KOR,1994,73.494,41589,86.67475383092271,482.14627215,359.3914829,27912.56881815379,19.0,1.14
2108,KOR,1995,73.918,59062,47.8414613415734,561.085760245,382.323024174,27198.03706650631,19.0,1.06
2109,KOR,1996,74.337,66846,59.03436818466484,902.718891422,416.3901417400001,26435.833515060665,19.0,0.98
2110,KOR,1997,74.756,53888,53.245162675678536,1607.01576951,468.3538524620001,25775.774681660623,18.0,0.91
2111,KOR,1998,75.179,59220,81.10774091666602,2444.27979449,536.705884597,25265.27552358668,17.0,0.8500000000000001
2112,KOR,1999,75.608,52178,73.90292603990257,3163.23540124,617.8683569770001,24716.445288958083,16.0,0.8
2113,KOR,2000,76.047,30861,69.33875430605127,3496.2166988,707.7879438310001,24165.753235582662,16.0,0.75
2114,KOR,2001,76.499,73566,73.01370636161082,3384.0119681,847.985577189,23470.965639195696,14.0,0.71
2115,KOR,2002,76.96,86525,93.77259120047108,3035.1515301,1055.57056765,22904.29852852744,14.0,0.67
2116,KOR,2003,77.426,53646,88.60130442365103,2563.43127656,1288.3940590000002,22443.06153870902,15.0,0.63
2117,KOR,2004,77.892,56203,95.36005521045696,2119.1606266,1503.09416865,21760.866979493378,14.0,0.5900000000000001
2118,KOR,2005,78.354,9834,105.918318829221,1845.55306534,1652.6835080100002,21102.53336556844,14.0,0.55
2119,KOR,2006,78.806,8174,111.3062138833659,1709.30683295,1760.89459007,20523.47835455096,13.0,0.52
2120,KOR,2007,79.243,5168,128.11776278786408,1593.70150729,1882.30883845,20135.584921854585,14.0,0.48
2121,KOR,2008,79.66,752,128.66390783179688,1497.59637055,2000.58429214,19790.945351809954,14.0,0.45
2122,KOR,2009,80.056,10990,133.81321662627295,1429.96078964,2107.2406811100004,19503.601293987027,15.0,0.43
2123,KOR,2010,80.432,6960,158.16607637502102,1397.68510577,2188.34112375,19272.41036159719,15.0,0.41
2124,KOR,2011,80.79,9806,161.62326376181974,1380.75650632,2250.86195584,18970.04977251218,14.0,0.4
2125,KOR,2012,81.137,59852,161.97669263505713,1362.73550464,2317.89431247,18622.05769743546,13.0,0.39
2126,KOR,2013,81.472,128360,152.49042338505,1343.3177747,2382.25782548,18213.583412239022,12.0,0.37
2127,KOR,2014,81.795,113250,159.1836610587371,1326.71211834,2443.71899236,17871.98220948,12.0,0.36
2128,KOR,2015,82.1,39617,135.1544632014561,1318.44221642,2497.76612156,17554.43882299592,11.0,0.35
2129,SSD,2011,55.325,894162,6125.730584319649,6901.6678618,8336.561267449999,69993.19096817549,869.0,10.83
2130,SSD,2015,56.855,1088325,4696.824661292947,4973.72134891,7521.004799720001,67689.7779396051,789.0,9.38
2131,ESP,1990,77.215,22036,2064.2584247167943,18104.4349137,12788.8969147,23848.44588446968,6.0,0.91
2132,ESP,1991,77.375,9027,2713.512801427962,15470.3343931,14821.6340341,23711.39376574861,6.0,0.8800000000000001
2133,ESP,1992,77.552,8901,3533.7683756256747,13008.9748356,16214.5599707,23309.95993257824,6.0,0.8400000000000001
2134,ESP,1993,77.745,275,4275.068584434439,10813.1625865,16999.8280925,22936.62361401301,6.0,0.8
2135,ESP,1994,77.954,442,4961.99491855241,9000.66564096,17279.4873933,22616.560484791546,6.0,0.7400000000000001
2136,ESP,1995,78.175,953,5695.421299456441,7679.04877,17173.3282719,22479.89667248352,6.0,0.6900000000000001
2137,ESP,1996,78.405,1513,5499.646257609968,6665.08282132,17003.070693600002,22272.70427282555,6.0,0.6400000000000001
2138,ESP,1997,78.638,1676,3115.9914208055147,5750.83388126,17113.6493335,21549.82800076772,5.0,0.61
2139,ESP,1999,79.1,645,1941.3977518379888,4472.27994938,18087.1203109,21156.12315952285,5.0,0.5599999999999999
2140,ESP,2000,79.329,3988,1782.6934582490253,4235.68092496,18987.4815873,20674.781212395093,5.0,0.54
2141,ESP,2001,79.56,3369,1702.8370150220217,4163.2613373,19839.5298872,20359.927359821173,5.0,0.53
2142,ESP,2002,79.797,2255,1688.5535654649782,4099.46916491,20442.730835,20189.870001018116,5.0,0.52
2143,ESP,2003,80.041,266,1677.516174769566,4040.5034403,20832.538299000003,20383.153348218508,6.0,0.5
2144,ESP,2004,80.293,962,1604.0164130810642,3989.73485248,21133.5549748,19749.89406475233,5.0,0.49
2145,ESP,2005,80.553,3381,1481.8840452998877,3948.92643713,21533.7711576,19444.12904133645,5.0,0.47
2146,ESP,2006,80.821,3886,1357.559210744998,3888.17656127,21966.5273154,19058.36273353212,5.0,0.45
2147,ESP,2007,81.094,1437,1339.0755249334973,3799.84427639,22354.1972385,18912.215499515427,5.0,0.44
2148,ESP,2008,81.367,234,1241.9614325384994,3718.73020173,22683.193521200003,18660.12719855684,5.0,0.42
