,Country,Year,Life expectancy,Children out of primary school,Deaths(HIV/AIDS),Incidence(HIV/AIDS),Prevalence(HIV/AIDS),Disability-Adjusted Life Years,Maternal mortality,Child mortality
705,ECU,2012,75.495,22018,944.8104392482292,2637.21195012,2727.23524936,27421.65086440652,74.0,2.37
706,ECU,2013,75.707,19637,1020.220690336502,2720.59411092,2933.6419674500003,26763.933508150058,70.0,2.29
707,ECU,2014,75.923,19364,1094.9078608861,2810.41370773,3151.52720588,26159.27364967029,66.0,2.22
708,ECU,2015,76.143,18294,1045.1385578146003,2905.17983966,3378.87967485,25781.04277717412,64.0,2.15
709,EGY,1994,66.298,1021099,85.33453724101349,140.525784377,100.38509849,49471.69042194157,88.0,6.91
710,EGY,1997,67.68,918774,101.35458524106524,141.68719903,109.912584392,45429.533882643096,74.0,5.68
711,EGY,1999,68.357,1093575,108.31555532637306,143.571284965,114.37349131000002,43506.69481460936,66.0,4.99
712,EGY,2000,68.602,940878,110.94622954684604,146.46191012,117.317569291,42285.80472738892,63.0,4.69
713,EGY,2001,68.796,859931,113.0187686590744,153.015046459,121.084764396,42580.66568475888,60.0,4.420000000000001
714,EGY,2002,68.961,779610,114.75964133272709,164.007645044,125.414661826,42410.4029850975,58.0,4.18
715,EGY,2003,69.116,698991,116.7664332818303,177.860063255,130.125302249,42244.1914947684,56.0,3.9700000000000006
716,EGY,2004,69.271,629617,119.03305566716202,193.046659903,135.005307796,41701.09591551401,54.0,3.78
717,EGY,2005,69.434,740263,121.73719160036492,207.872618889,139.808236225,41136.08049160909,52.0,3.61
718,EGY,2006,69.608,1021441,113.69635140781196,223.996969924,147.398988669,40811.17036889384,50.0,3.4600000000000004
719,EGY,2007,69.788,571625,102.46946897792616,243.687402911,159.867534967,39876.32192056695,47.0,3.3100000000000005
720,EGY,2009,70.159,419055,102.2119445878879,289.068050635,192.935265132,39490.65210698493,43.0,3.04
721,EGY,2010,70.349,232505,104.60827290562004,312.396489727,209.89759251,39019.308969997706,40.0,2.91
722,EGY,2011,70.543,399760,111.99361398103878,337.137279077,228.942432053,38355.161598248735,39.0,2.79
723,EGY,2012,70.736,93461,113.01467266661506,365.961366449,253.604976353,37571.33134859007,37.0,2.67
724,EGY,2014,71.117,44389,100.851738178985,432.919859854,318.23406314600004,35768.45337698844,34.0,2.47
725,SLV,1998,68.284,129937,374.47370734962834,1490.56412509,780.707220535,35472.31479463729,100.0,3.67
726,SLV,2000,68.875,62638,518.2798944857856,1636.15971999,948.101100767,33227.0838676235,84.0,3.25
727,SLV,2001,69.162,56806,595.255860479947,1665.54692176,1007.66700643,33455.79221372136,86.0,3.0700000000000003
728,SLV,2002,69.432,42074,654.661601084785,1685.46643409,1087.76754145,31848.51791034856,72.0,2.91
729,SLV,2003,69.68,38209,699.4052165473319,1700.92390937,1177.21965359,31855.9549909823,69.0,2.75
730,SLV,2014,72.175,50020,716.9520012376219,1704.34479869,1985.86084383,32511.01019951318,54.0,1.6100000000000003
731,SLV,2015,72.412,64815,757.1146311682494,1582.13568956,2042.82151754,32742.40035401002,54.0,1.55
732,GNQ,1994,50.694,23795,133.91870602986043,858.978561726,313.44102936700006,99128.06471432376,1170.0,17.52
733,GNQ,2000,53.279,24570,498.9975448937639,1950.78232702,941.9241458390002,73928.01722923925,702.0,15.16
734,GNQ,2001,53.581,20374,589.9740557164207,2166.50447316,1091.6150579,68875.35382508115,659.0,14.75
735,GNQ,2002,53.84,22752,691.1900141040036,2404.271914,1268.64406033,65008.84903395175,611.0,14.340000000000002
736,GNQ,2003,54.064,25175,801.5671613175778,2650.90342553,1462.95705137,63125.83893900251,564.0,13.92
737,GNQ,2008,55.07,59450,1389.02451767,3721.00461389,2573.6516132,56453.77924697287,408.0,11.840000000000002
738,GNQ,2009,55.329,63547,1524.2064868911568,3909.07837862,2841.31683914,55504.46995711778,391.0,11.44
739,GNQ,2010,55.622,67334,1641.3945585085637,4068.0440999,3078.50063504,54758.40058411023,379.0,11.06
740,GNQ,2011,55.945,68909,1785.0597015822727,4152.54901663,3290.13679241,54320.18787716435,364.0,10.7
741,GNQ,2012,56.288,70017,1882.717249958553,4126.9552991,3501.94965477,53535.016980826455,361.0,10.37
742,GNQ,2015,57.359,83611,1793.245023001003,3390.96572654,4102.6168888,48540.27518725415,342.0,9.4
743,ERI,1992,50.545,229106,365.53779552436674,4419.24619678,1195.20513465,110459.62039647702,1430.0,13.78
744,ERI,1994,51.696,231606,815.0587830889258,6550.38935983,2162.69851353,100470.2384065925,1210.0,12.39
745,ERI,1995,52.316,233515,1142.7332499876345,7236.7953355,2634.34943306,98065.7796549176,1100.0,11.7
746,ERI,1996,52.938,231358,1480.6490100274862,7276.65260731,3059.1595853,95325.6864754188,977.0,11.06
747,ERI,1997,53.548,229638,1861.850152949164,6928.4892615,3549.59083718,92923.90081528468,900.0,10.45
748,ERI,1999,54.707,199867,2578.0317811549903,5476.98817797,4385.6395275,131226.2085916324,770.0,9.37
749,ERI,2000,55.273,171852,2857.9841896592434,4838.19695731,4656.26095811,91478.66207823198,733.0,8.89
750,ERI,2001,55.864,160101,3205.32453230437,4260.86284476,4854.81904753,86125.46127015947,700.0,8.440000000000001
751,ERI,2002,56.5,126612,3573.985371163206,3569.26237818,5060.382066800001,82868.33121972907,669.0,8.03
752,ERI,2003,57.191,95191,3950.4056447205785,2686.75047422,5090.129524110001,81042.10342693626,647.0,7.640000000000001
753,ERI,2004,57.932,72678,4000.489778327933,1814.29092599,4822.5079636,79766.61406043736,627.0,7.27
754,ERI,2005,58.707,53201,3951.899136768058,1425.41354857,4613.46209463,78565.17391137242,619.0,6.920000000000001
755,ERI,2006,59.487,46765,3816.060429090073,1365.36309961,4388.17143363,76616.49646091618,615.0,6.590000000000001
756,ERI,2007,60.243,66304,3619.877933120276,1354.69212794,4113.66419339,74735.57017584414,619.0,6.29
757,ERI,2008,60.952,80594,3384.797118639505,1368.5502932,3816.19179922,73184.86384650115,614.0,6.0
758,ERI,2009,61.602,99124,3116.483641475639,1386.38842103,3532.78940454,71189.15705514874,599.0,5.74
759,ERI,2010,62.193,117798,2826.043125711061,1402.43724465,3352.4974598900003,69683.15060559571,579.0,5.5200000000000005
760,ERI,2011,62.732,114587,2535.768048871604,1413.21968767,3236.23457981,67698.6629124971,561.0,5.3100000000000005
761,ERI,2012,63.238,113594,2276.6249402610097,1442.17906189,3122.31513066,65700.75544669671,540.0,5.11
762,ERI,2013,63.726,144901,2054.5313007886552,1480.98825574,3007.48701071,63983.4944132761,533.0,4.93
763,ERI,2014,64.201,162329,1842.2586493343792,1529.63490567,2900.15444106,62086.53312286471,524.0,4.760000000000001
764,ERI,2015,64.664,186394,1691.0891037292429,1591.6883957,2812.59568429,60593.33597836544,501.0,4.59
765,EST,1995,68.66,17158,1.2837717852632489,11.7591514678,4.3786423869,39971.25628268224,43.0,1.57
766,EST,1996,68.883,12362,3.691138479482297,20.3341878987,6.176518250960001,36164.85376063365,33.0,1.4800000000000002
767,EST,1998,69.569,999,3.383966445882101,60.3857661865,14.1951219363,36027.56499606124,29.0,1.29
768,EST,1999,69.979,1036,1.6346722041958968,85.4477071514,19.9193549531,34620.581945500024,26.0,1.2000000000000002
769,EST,2000,70.409,1221,4.232228708606694,109.418998493,26.433867368,33933.6569542093,26.0,1.1
770,EST,2001,70.845,1232,4.447056596326607,137.192692736,40.197498760200006,34219.470569506186,24.0,1.02
771,EST,2002,71.285,1218,3.724209482201996,172.422166893,63.6091103132,33176.56420842909,22.0,0.9300000000000002
772,EST,2003,71.728,552,7.6604524908290035,208.673098917,90.0591237702,32006.1052545033,19.0,0.8500000000000001
773,EST,2004,72.169,1177,19.28423660124802,240.13487711,113.174347311,31201.43430297918,17.0,0.78
774,EST,2005,72.62,1220,31.689767134094,259.815027293,126.320022632,30413.42236058156,15.0,0.71
775,EST,2006,73.094,1177,44.79486938828605,269.056065882,138.777760264,30078.391507018405,13.0,0.65
776,EST,2007,73.603,68,36.65880129780597,274.58590882,160.884469644,29895.06430723018,13.0,0.5900000000000001
777,EST,2008,74.148,322,40.49925675532796,277.42802621,187.656004827,28304.307938345923,11.0,0.54
778,EST,2009,74.723,606,48.722664082667016,277.737667756,214.137141266,27200.00062234704,11.0,0.5
779,EST,2010,75.311,404,42.31102760849596,275.155965169,234.513098674,25848.714154099696,8.0,0.45
780,EST,2011,75.893,18,54.821959320516,269.799851325,250.004614589,25588.94360577761,10.0,0.42
781,EST,2012,76.446,34,47.37346908825503,262.18877215,266.124517071,25318.965054871074,9.0,0.39
782,EST,2013,76.953,947,49.596543967209975,253.231802532,283.458722035,24467.662286853876,9.0,0.36
783,EST,2014,77.401,1598,45.47177643434705,242.962515604,302.150169651,24338.759644190934,9.0,0.33
784,EST,2015,77.783,2012,42.810887290397936,232.030488064,321.972569348,23684.49248685681,9.0,0.31
785,SWZ,1990,61.95,50112,21.52795463252764,1018.12088765,123.01831123,55529.56959413164,635.0,6.58
786,SWZ,1991,61.7,50933,61.13312727924021,6380.49234764,889.035049402,54919.83492243134,602.0,6.540000000000001
787,SWZ,1992,61.112,49413,161.28060613605422,11355.8125836,1738.6871409,54802.77679202066,570.0,6.690000000000001
788,SWZ,1993,60.192,50588,377.1664735691416,15628.9065571,2663.57524244,55294.18363149295,549.0,7.07
789,SWZ,1994,58.958,46978,765.869609602179,18842.3524843,3652.54648621,58094.2984718974,538.0,7.65
790,SWZ,1995,57.422,41251,1355.2825966822334,20593.6195973,4690.41898163,62848.890765916665,537.0,8.370000000000001
791,SWZ,1996,55.606,42342,2134.6973153523345,20773.3549617,6002.8672299400005,69169.42627297666,545.0,9.14
792,SWZ,2009,45.275,34556,9149.446585030046,18199.6618827,18503.1924247,118228.29382967686,451.0,10.490000000000002
793,SWZ,2010,46.601,23434,8588.296953640209,18083.2841638,19297.1554508,112818.92938147733,436.0,9.740000000000002
794,SWZ,2011,48.141,13336,7614.425276184002,17562.383439,19913.7424509,103934.98652564366,418.0,8.41
795,SWZ,2012,49.862,22581,7040.517261275777,16356.4662409,20324.686993,98476.46659902474,400.0,8.200000000000001
796,SWZ,2013,51.699,30229,6359.1090225239695,14518.2138778,20554.617584000003,92280.90419429386,413.0,7.840000000000001
797,SWZ,2014,53.569,29136,5217.526295835078,12124.7471133,20644.2936088,83124.2057820302,400.0,7.41
798,SWZ,2015,55.359,31776,3984.875286639669,9253.41785161,20637.687460800003,73841.98861456926,389.0,7.13
799,ETH,2014,64.547,2194044,26075.83696707376,15664.7405493,68180.7420065,44735.83729696951,378.0,6.440000000000001
800,ETH,2015,65.048,2306559,22778.71845402656,15326.0933281,66738.6622132,43274.53825830964,353.0,6.13
801,FJI,1992,65.278,3786,4.273043090137107,19.0113835359,8.711671488870001,41346.04757314134,59.0,2.64
802,FJI,1994,65.17,3364,6.104232672706698,20.999318685,10.8244322642,42469.64598765467,54.0,2.4800000000000004
803,FJI,1995,65.15,4993,7.047608856383043,21.624899252,11.8007949709,43016.829842178486,51.0,2.42
804,FJI,1996,65.175,7560,8.003314770414377,21.9942445036,12.813308779,43732.98512965763,49.0,2.37
805,FJI,1997,65.246,7084,8.96860957686558,22.2068005692,13.897917197800002,45195.51398345889,47.0,2.33
806,FJI,1998,65.36,6029,9.950231510837254,22.3828825658,14.9888133603,44856.32004018736,45.0,2.3000000000000003
807,FJI,1999,65.512,6413,10.919912491644109,22.6528505143,16.0009716986,45800.39799387989,43.0,2.26
808,FJI,2000,65.687,5787,11.618774422249787,23.1490069974,16.845824036600003,45909.80311290331,42.0,2.24
809,FJI,2001,65.863,2262,12.802222161337273,24.0169420096,17.686887801500003,45140.33154204052,41.0,2.22
810,FJI,2002,66.022,851,13.28318709389698,25.1883961877,18.6677934116,44732.594280729456,40.0,2.22
811,FJI,2003,66.152,667,14.411897886286084,26.4638593605,19.6943677556,44493.79277103736,40.0,2.23
812,FJI,2004,66.247,184,14.968155604310796,27.6785942062,20.669770281300003,43845.79079265683,39.0,2.26
813,FJI,2006,66.362,356,13.882846448801445,29.3524707669,22.3915148105,43528.95332959468,39.0,2.35
814,FJI,2007,66.413,382,13.473577011512232,29.8534424969,23.6042989492,43403.30594278576,37.0,2.3800000000000003
815,FJI,2008,66.477,656,13.197170790544606,30.2839831745,25.0283532318,43182.50850593998,36.0,2.41
816,FJI,2009,66.559,847,12.8350935450446,30.8257841058,26.5830183785,42328.60852214655,35.0,2.42
817,FJI,2011,66.759,736,13.11311350092426,32.8218540001,29.903405644200003,41425.428371080256,33.0,2.39
818,FJI,2012,66.859,892,12.036457662630886,34.415199384,31.873439376800004,41156.575346726575,33.0,2.37
819,FJI,2013,66.95,844,10.373994081524428,36.3894164867,34.0754934347,40826.38527440946,32.0,2.34
820,FJI,2015,67.103,900,10.144200194215133,41.2103787174,39.1120573788,40229.729784955525,30.0,2.25
821,FIN,1993,75.954,4926,22.512003335916347,120.38265704,66.6671176423,25511.48796056806,5.0,0.58
822,FIN,1994,76.21,5363,20.952089845372058,126.128247595,70.4220150627,24848.5138614382,5.0,0.55
823,FIN,1995,76.472,6595,24.122021552394084,131.018366323,72.1053271616,24782.74761239177,5.0,0.52
824,FIN,1996,76.735,6335,31.885326048904272,136.937078026,74.91116532400001,24415.88067580069,5.0,0.49
825,FIN,1997,76.999,4935,12.130183558938604,144.843165039,81.23278304280001,24298.38689798504,5.0,0.47
826,FIN,1998,77.262,1974,11.848569818619536,153.633006874,89.8594830257,24065.892131972207,5.0,0.4599999999999999
827,FIN,1999,77.523,617,14.135631227981682,161.808944334,99.5606715461,23866.157068133383,5.0,0.44
828,FIN,2000,77.779,1014,12.378127414028407,167.975232623,109.033523768,23649.31204503864,5.0,0.43
829,FIN,2001,78.028,47,5.72630205850724,172.458064497,119.136566971,23145.705336999737,4.0,0.42
830,FIN,2002,78.272,1445,9.978145747911594,176.570214236,130.991380504,22818.759156313557,4.0,0.41
831,FIN,2003,78.51,4101,14.545751307943403,180.0020128,143.76982321800003,22675.14015804653,4.0,0.4
832,FIN,2004,78.745,7850,11.705313259251216,182.436403427,156.44378644200003,22742.94350800737,4.0,0.39
833,FIN,2005,78.977,9179,10.108832969278485,184.0,168.018405736,22441.460545723145,4.0,0.38
834,FIN,2006,79.208,11048,14.430454092416008,183.140266538,179.225817896,22000.590034600475,4.0,0.36
835,FIN,2007,79.44,8383,17.497076179012492,181.696967795,191.47723128,21969.43797109378,4.0,0.35
836,FIN,2008,79.672,6710,9.4207388153857,178.970132504,203.707546155,21713.7709985549,3.0,0.33
837,FIN,2009,79.906,5955,6.163142553310006,176.211889885,215.092813139,21436.81550588579,3.0,0.32
838,FIN,2010,80.137,4931,12.417397887472994,174.0,224.795390701,21166.736151389166,3.0,0.3
839,FIN,2011,80.365,4015,9.430885388636993,171.657821191,233.07504977,20811.545849874816,3.0,0.29
840,FIN,2012,80.586,2196,10.221335130296996,170.111996014,242.12785145900003,20540.07975366453,3.0,0.2799999999999999
841,FIN,2013,80.799,2407,6.267723635564,168.462826249,251.061706668,20207.7915492652,3.0,0.26
842,FIN,2014,81.002,1356,6.175926656125997,167.086030369,259.898483826,19862.821610570423,3.0,0.25
843,FIN,2015,81.196,2192,6.302388023175998,165.427692387,268.500606387,19473.31116364922,3.0,0.24
844,FRA,1990,76.757,3082,3069.5552907528995,7855.50320575,8443.27456477,23902.520383000927,15.0,0.9
845,FRA,1991,76.997,447,3983.2620549392,6961.24205164,8860.31756345,23728.95595707799,15.0,0.86
846,FRA,1992,77.229,30145,4617.629822248398,6183.25207893,9078.73494976,23392.808571270336,15.0,0.81
847,FRA,1993,77.457,84294,5042.361231205512,5552.3310138,9128.8962772,23199.66633408327,15.0,0.75
848,FRA,1994,77.681,85949,5479.091260362696,5105.13126599,9045.96259076,22824.35694441032,14.0,0.7000000000000001
849,FRA,1995,77.902,40959,5255.432955626732,4878.53683172,8863.47765121,22441.95909883645,15.0,0.65
850,FRA,1996,78.12,2046,3955.3381556821,4894.18978064,8734.291216700001,22108.71372097292,14.0,0.61
851,FRA,1997,78.338,2320,1685.8301630778997,5086.28985084,8751.52954384,21718.7885096176,13.0,0.58
852,FRA,1999,78.779,124383,1290.5452183966995,5601.935574,9032.23240572,21551.25104772872,12.0,0.55
853,FRA,2000,79.008,137264,1291.3433197757008,5727.31822361,9203.17182265,21266.51159451817,12.0,0.54
854,FRA,2001,79.246,138945,1243.0332095735982,5745.5645304,9335.79520586,21176.711926706445,12.0,0.52
855,FRA,2002,79.496,140553,1236.9984585173995,5737.75472832,9429.56868956,20946.27701056465,11.0,0.51
856,FRA,2003,79.755,149151,1169.5610448575,5701.90004338,9500.17784151,20726.02159182981,11.0,0.49
857,FRA,2004,80.021,148892,1144.4784906928,5635.24140188,9567.695093380002,20107.89039257708,10.0,0.47
858,FRA,2005,80.291,3243,1003.3628345512006,5535.0,9650.59217061,19942.10722036554,10.0,0.4599999999999999
859,FRA,2006,80.558,1136,989.7425770422992,5296.14820694,9729.02451996,19708.174740568105,10.0,0.45
860,FRA,2007,80.819,5208,858.0652384869995,4895.75685146,9779.24027411,19451.78174954181,10.0,0.44
861,FRA,2008,81.067,20115,782.0122576649001,4453.51788388,9817.40689172,19365.045449238023,10.0,0.43
862,FRA,2009,81.299,36009,662.0907138164005,4089.49506172,9862.64147426,19324.33521713609,10.0,0.43
863,FRA,2010,81.508,51322,594.1096760374995,3921.0,9934.96922319,19139.57675371412,9.0,0.42
864,FRA,2011,81.692,9824,500.6076633433005,3915.53740397,10033.2439109,18908.75382136411,9.0,0.42
865,FRA,2012,81.852,14993,507.8491533015996,3966.24193375,10139.7036056,18684.64712091848,9.0,0.41
866,FRA,2013,81.992,23622,540.6587464658996,4077.43060994,10253.6933516,18467.81476909207,9.0,0.41
867,FRA,2014,82.114,56322,433.1169293751998,4252.80070515,10374.4995691,18188.44934716535,9.0,0.4
868,FRA,2015,82.224,21490,499.6991484492003,4495.1111202,10500.069224,18144.992102149736,8.0,0.39
869,GAB,1997,59.479,16293,1173.223144216231,5354.55152674,2572.2205615700004,60332.25908246087,397.0,8.770000000000001
870,GMB,1990,52.221,67602,18.74038866653561,245.561737496,63.0018317044,63042.18865348421,1030.0,16.76
871,GMB,1992,52.834,77763,42.97548248763568,495.720909793,134.347885915,62228.51981203469,1020.0,15.6
872,GMB,1993,53.157,76280,62.47745941206989,639.30270104,184.253748193,60920.218599839456,1010.0,15.05
873,GMB,1996,54.296,74951,156.7681751743842,1150.21397821,391.404590656,59637.56561051512,961.0,13.52
874,GMB,1998,55.133,81663,265.32542253079765,1631.35717611,623.1770925650001,58907.3179455467,931.0,12.58
875,GMB,1999,55.547,66687,334.4899983505644,1842.49552069,751.725908527,58679.10596757568,910.0,12.15
876,GMB,2000,55.956,77208,413.88982676894767,1977.45113553,873.7702556640002,58183.55179440237,887.0,11.71
877,GMB,2001,56.359,80868,502.59978006253306,2056.48728896,1004.91027569,57659.94840856761,869.0,11.28
878,GMB,2002,56.761,89115,598.035379944412,2128.82028222,1157.5044015,57370.01997446605,854.0,10.86
879,GMB,2003,57.159,84443,697.8490882720037,2191.69628487,1313.47775687,56941.33335208296,841.0,10.45
880,GMB,2004,57.553,85956,799.477722936492,2242.19300073,1452.698042,56410.29535305307,822.0,10.05
881,GMB,2005,57.939,93141,891.6830086061333,2275.79683389,1552.18674189,56114.51829788266,807.0,9.66
882,GMB,2006,58.313,82624,976.4231759472892,2249.74349398,1626.86671954,55292.56195995706,798.0,9.29
883,GMB,2007,58.671,79013,1056.2530941812715,2144.94557542,1705.89685862,54949.23563048981,789.0,8.940000000000001
884,GMB,2008,59.012,91782,1114.9416854122794,1996.06834107,1785.83050208,54106.04478278213,774.0,8.620000000000001
885,GMB,2010,59.637,92158,1111.0663743783996,1731.76508206,1932.49585834,52499.11757115854,753.0,8.03
886,GMB,2011,59.917,95869,1068.2417070632555,1653.97405174,1991.26418448,51630.093395369215,753.0,7.740000000000001
887,GMB,2012,60.178,89323,1005.6808571163696,1571.64145529,2038.5720266200003,50812.01737858437,741.0,7.48
888,GMB,2013,60.426,92410,1015.4904875587924,1488.19318424,2074.2480802900004,50190.85698503179,730.0,7.21
889,GMB,2014,60.667,95642,1025.0739930503448,1407.09383143,2098.2005175900003,49536.17705088506,719.0,6.990000000000001
890,GMB,2015,60.91,78511,1002.3768047705228,1331.34008872,2110.42863415,48663.14196537371,706.0,6.75
891,GEO,1995,69.718,27283,1.7595985654835098,13.8832225912,7.230821035540001,34785.32727950214,35.0,4.38
892,GEO,1996,69.635,5007,1.7267096394337782,16.231106235,8.33646606455,33650.11490945799,36.0,4.260000000000001
893,GEO,1997,69.613,369,1.6990966616533594,22.2593782993,9.97148360543,33113.675680443135,37.0,4.12
894,GEO,2004,70.451,7264,6.396672567238,151.174388659,45.5063548009,30898.760219278494,37.0,2.66
895,GEO,2005,70.538,9062,3.0748568037169983,185.797939772,56.0853108447,30068.676189661892,37.0,2.4600000000000004
896,GEO,2006,70.635,10711,5.644841864693003,247.288654403,77.047377645,29396.4565541114,37.0,2.26
897,GEO,2007,70.765,2032,6.4094617099,342.24803436,112.262686597,29153.0475493107,38.0,2.08
898,GEO,2008,70.946,4196,8.527562274791999,442.599729746,152.98951852800002,30649.503688779976,37.0,1.92
899,GEO,2009,71.18,8873,9.983864440617992,521.238550645,190.867063437,30308.622198692552,39.0,1.7800000000000002
900,GEO,2011,71.773,6588,22.33627245436902,551.72994926,243.04257119700003,29777.45916816667,39.0,1.5300000000000002
901,GEO,2012,72.097,3297,54.02696577680398,547.129845388,277.63867491,29668.701168769283,39.0,1.42
902,GEO,2013,72.412,1192,37.04067871568604,536.210148359,320.003447772,29328.92078205324,38.0,1.32
903,GEO,2014,72.707,1872,61.97383632892202,517.169213168,368.424043076,29177.8798578141,37.0,1.2300000000000002
904,GEO,2015,72.973,738,55.47499857166093,487.973138681,421.358442951,29296.93750285495,36.0,1.14
905,DEU,1999,77.714,3028,770.1672018972001,2975.03660522,6221.988176750001,22315.95865917858,8.0,0.55
906,DEU,2000,77.982,2890,740.1414906967902,2832.72978872,6405.78917602,22051.38403714798,8.0,0.54
907,DEU,2001,78.245,21535,692.5264476590096,2887.99849862,6561.92274757,21694.259287402598,8.0,0.52
908,DEU,2002,78.502,147592,675.8430280380002,3065.91180129,6718.054004510001,21558.822870039658,8.0,0.51
909,DEU,2003,78.752,116838,649.1317262612998,3315.96179772,6872.43080023,21464.94425459716,8.0,0.5
910,DEU,2004,78.993,86792,635.2727134168013,3593.08223854,7030.483893410001,20966.21322826387,7.0,0.49
911,DEU,2005,79.222,65456,627.1187576800992,3860.48184497,7209.21156119,20654.938046742525,7.0,0.47
912,DEU,2006,79.435,62917,626.7403606060001,4213.56932565,7441.70854249,20383.885772994745,7.0,0.4599999999999999
913,DEU,2007,79.631,51333,591.6020425558997,4709.03480147,7740.039853730001,20257.199898487943,7.0,0.45
914,DEU,2008,79.81,78712,586.0684925150995,5228.23164642,8073.731851060001,20102.388516722876,7.0,0.44
915,DEU,2009,79.974,89319,571.2389286289007,5661.12632714,8421.401805660002,20023.880163943864,7.0,0.43
916,DEU,2010,80.124,70080,575.4658339036994,5915.96994325,8773.65961658,19889.6203959124,7.0,0.42
917,DEU,2011,80.261,71525,585.1478089372006,6025.2441712,9133.96792292,19759.195526941177,7.0,0.41
918,DEU,2012,80.391,95234,535.2862290963996,6145.1081983,9556.94568256,19523.844512290183,7.0,0.4
919,DEU,2013,80.517,102890,523.8122542141997,6255.51131306,10024.1706644,19581.80981243132,6.0,0.4
920,DEU,2014,80.642,92141,502.8500388211994,6338.27108283,10519.5327924,19336.9610559884,6.0,0.39
921,DEU,2015,80.77,52589,516.6354215740995,6408.57247911,11064.963125900002,19554.642007275757,6.0,0.39
922,GHA,1999,56.972,1220086,17514.973231982494,29901.7104359,24948.5820789,62832.683710257,487.0,10.32
923,GHA,2000,57.002,991208,18508.931487464397,30942.2272828,25863.4725699,62576.45242630749,467.0,10.01
924,GHA,2001,57.158,1178240,19445.101193844468,31450.1169168,26852.019474800003,62537.21800550327,449.0,9.7
925,GHA,2002,57.425,1069923,20326.498241760204,31378.692215,27928.1499595,62139.367698451206,437.0,9.4
926,GHA,2003,57.785,1111249,21167.81091896977,30888.753186,29034.941518100004,61581.71829814154,420.0,9.14
927,GHA,2005,58.719,994857,22490.14692408821,29271.601674,31052.4739617,60139.982329938815,376.0,8.690000000000001
928,GHA,2006,59.234,941618,22933.347213953977,27502.4254264,31550.4706516,59325.46733046578,358.0,8.49
929,GHA,2007,59.741,773915,22963.44628164647,24328.4388256,31474.815875300003,58547.83109813373,345.0,8.270000000000001
930,GHA,2008,60.216,587317,22594.601199410525,20703.5404752,31077.6172823,57501.2219549345,337.0,8.040000000000001
931,GHA,2009,60.645,579940,22031.186496781625,17716.699996,30650.4058178,56532.4162314736,330.0,7.76
932,GHA,2011,61.381,298913,19369.150333615595,16566.4675701,30643.2891598,53843.20086392824,320.0,7.170000000000001
933,GHA,2012,61.72,334382,17761.61085692321,16757.3820314,30770.323910200004,52138.707305481104,324.0,6.870000000000001
934,GRC,1990,76.552,80264,38.62977392043731,469.235588746,129.08027247200002,23263.28623298089,5.0,1.05
935,GRC,1991,76.87,80829,40.62371244510337,461.593282528,138.772332611,23123.958411325577,5.0,0.99
936,GRC,1992,77.158,93834,63.29450167325605,461.654442051,146.526960158,22987.40847166357,5.0,0.95
937,GRC,1993,77.405,105154,66.86485048271318,460.041742743,150.902073481,22646.21409263959,4.0,0.91
938,GRC,1994,77.609,104337,72.7736741394907,459.647909479,152.812500378,22476.056941506995,4.0,0.8800000000000001
939,GRC,1995,77.777,87306,65.23250922333052,459.848240661,152.680210578,22392.330574511656,4.0,0.8500000000000001
940,GRC,1996,77.923,84591,59.74052743003771,460.660226838,154.447918237,22209.32992317949,4.0,0.81
941,GRC,1997,78.067,72936,38.607032069786776,459.290495386,160.355156033,21891.58110053917,4.0,0.77
942,GRC,1998,78.223,20251,42.34796679465684,460.196395856,169.940009833,21788.19407085514,4.0,0.73
943,GRC,1999,78.396,14294,33.2546040164182,462.921741213,181.48386166800003,21737.78239362328,4.0,0.68
944,GRC,2000,78.587,5829,28.80408000239206,467.310357218,193.274979698,21402.616322107293,4.0,0.6400000000000001
945,GRC,2001,78.789,15335,17.88745585930137,490.411866334,204.450381334,21146.41752343467,3.0,0.6000000000000001
946,GRC,2002,78.992,15679,28.496284890295765,531.922940715,213.92020790000004,20979.94790550392,3.0,0.5599999999999999
947,GRC,2003,79.189,17047,20.77492097740744,578.349076245,222.22796933200004,20934.576113645628,3.0,0.52
948,GRC,2004,79.378,20156,16.351778209651474,618.821147523,230.536667716,21017.0717510644,3.0,0.49
949,GRC,2005,79.563,26937,14.080948515304,642.0,239.78795815100003,20875.55953051429,3.0,0.4599999999999999
950,GRC,2006,79.746,28186,10.286478649883996,656.154250554,254.06490496900005,20488.24291017714,3.0,0.43
951,GRC,2007,79.934,28325,22.828468235445992,672.561594914,274.307640134,20696.749993692487,3.0,0.42
952,GRC,2010,80.542,19065,23.07127211680894,691.0,334.23479514700006,20008.873642769293,3.0,0.39
953,GRC,2011,80.754,18008,23.625848633668,675.498924341,346.837052083,19927.41206747141,3.0,0.39
954,GRC,2012,80.963,14567,39.78406564446,654.514502142,360.005027658,19841.81399745313,3.0,0.39
955,GRC,2013,81.166,13271,45.344827060767976,627.054644935,373.09244907900006,19515.804357312827,3.0,0.39
956,GRC,2014,81.361,18984,53.666891328948914,598.785109162,386.959778837,19440.916415472904,3.0,0.39
957,GRC,2015,81.548,14097,50.846922054305054,569.841243865,401.248751533,19689.152740240195,3.0,0.38
958,GRD,1999,72.455,45,8.121581512071364,9.21171979334,10.68048812,29058.29506539693,29.0,1.6
