country,year,gov_exp_pre_primary (% of GDP),gov_exp_primary (% of GDP),gov_exp_secondary (% of GDP),gov_exp_tertiary (% of GDP),gov_exp_pre_primary (US $ millions),gov_exp_primary (US $ millions),gov_exp_secondary (US $ millions),gov_exp_tertiary (US $ millions),gov_exp_all_levels (US $ millions),all_staff_compensation_primary,capital_exp_primary,oecd,gdp,population,gov_exp_primary_per_person (US dollars)
POL,2017,0.66854,1.43942,1.36005,1.07614,3519.08172,7576.82138,7159.03783,5664.58511,24000.69906,70.41396,6.33028,1,526508877305.321,37974824.0,199.52222504046367
PRT,2010,0.39195,1.45982,2.38222,1.09084,932.37882,3472.63066,5666.84605,2594.89778,12875.28111,93.02682,1.47192,1,237880908317.652,10573100.0,328.4401604070708
PRT,2011,0.37891,1.41814,2.23946,1.00921,927.56504,3471.55918,5482.1353,2470.51187,12541.77798,92.59073,1.34672,1,244797226567.109,10557560.0,328.8221123062526
PRT,2012,0.38343,1.41401,2.20968,0.9339933333333333,829.11674,3057.61207,4778.13056,2124.096453333333,10702.44475,83.97271,3.85479,1,216236608773.976,10514844.0,290.7900554682504
PRT,2013,0.41524,1.56457,2.31477,0.89528,939.96847,3541.71773,5239.93982,2026.63873,11931.85821,77.76609,2.70361,1,226369502104.236,10457295.0,338.68392638822945
PRT,2014,0.42421,1.5315,2.16676,0.91345,973.9671,3516.27036,4974.80104,2097.24505,11764.51317,93.72506,0.99145,1,229596170846.995,10401062.0,338.06839724635813
PRT,2015,0.39357,1.41499,2.08162,0.89426,784.43889,2820.27105,4148.95994,1782.39216,9737.56256,93.78853,1.22826,1,199313894327.486,10358076.0,272.27750114982746
PRT,2017,0.3978,1.47507,2.22697,0.80092,880.5685,3265.17274,4929.57173,1772.89313,11102.44058,91.86031,0.64652,1,220811110492.149,10300300.0,316.99782918944106
ROU,2010,0.34953,0.57352,1.24965,0.99531,581.01262,953.34026,2077.23969,1654.44791,5810.19541,77.72762,4.32223,0,166309355234.589,20246872.0,47.085804661579324
ROU,2011,0.29696,0.48346,1.04511,0.84691,544.75169,886.8825,1917.1751,1553.59837,5612.31483,72.1628,4.61423,0,183326740143.016,20147528.0,44.01942014921136
ROU,2012,0.28503,0.47016,1.06245,0.77288,487.96494,804.89014,1818.87146,1323.1388,5057.31215,71.78165,3.84285,0,170635805316.879,20058036.0,40.12806338566747
ROU,2013,0.29869,0.50296,1.12504,0.71781,570.34887,960.39094,2148.24544,1370.65747,5822.76811,73.84931,3.28254,0,190801346194.297,19983692.0,48.05873409177843
ROU,2014,0.33629,0.4289,1.27742,0.67681,671.32748,856.20626,2550.06569,1351.0925,6241.17103,78.83924,2.48268,0,199959363430.073,19908980.0,43.00603345826858
ROU,2015,0.33192,0.41363,1.27732,0.65753,590.4581,735.82046,2272.27401,1169.70018,5526.72467,76.77287,3.44031,0,177729210874.504,19815616.0,37.13336289924068
ROU,2016,0.30674,0.37162,1.16267,0.7072,578.1861,700.48236,2191.55745,1333.0341,5606.03001,78.86381,3.16641,0,188128818486.401,19702268.0,35.55338705168359
ROU,2017,0.31423,0.38146,1.24409,0.71582,665.20527,807.52551,2633.67933,1515.36191,6552.78995,81.77691,2.70608,0,211695422578.655,19588716.0,41.22401437643999
RWA,2010,0.00908,1.69553,1.41602,1.04996,0.51707,96.54563,80.63031,59.78632,262.8006,57.60526,17.52977,0,6121234528.98826,10039338.0,9.616732696916868
RWA,2011,0.00513,1.3908,1.64424,0.80509,0.31512,85.49999,101.07999,49.49334,268.47617,60.66125,0.85844,0,6881038269.61727,10293333.0,8.30634644774438
RWA,2012,0.01218,1.59628,1.60669,0.58432,0.84175,110.33613,111.05593,40.38868,304.38412,58.359474,6.05665,0,7650300319.83,10549668.0,10.458730075676314
RWA,2013,0.00731,1.42179,1.9697,0.66212,0.5619,109.30028,151.42096,50.90029,363.00043,58.359474,4.50568,0,7815599502.65683,10811538.0,10.109595878033264
RWA,2015,0.04655,1.1865,1.54828,0.75763,3.85377,98.23632,128.18948,62.72796,300.73926,56.18249,0.46137,0,8539048447.78065,11369066.0,8.640667579904981
RWA,2016,0.26352,1.18346,1.80625,0.7447366666666667,22.61667,101.57121,155.0231,53.27931999999999,293.46407,49.74513,2.39749,0,8690485823.14546,11668829.0,8.70449039916516
RWA,2018,0.03909,0.878,1.17571,0.6093,3.61734,81.24185,108.78989,56.37933,284.41754,67.60324,12.46748,0,9640280084.19572,12301969.0,6.6039712829710435
SMR,2010,0.50026,0.83322,1.03884,0.25652,9.41088,15.6747,19.54289,4.82567,49.45414,93.42456,0.094,0,1881214370.93994,31221.0,502.05630825405973
SMR,2011,0.54482,0.90067,0.96661,0.29087,9.8816,16.33584,17.532,5.27561,49.02506,92.8884,0.094,0,1813752783.96437,31655.0,516.05875848997
SMR,2017,0.52062,1.16068,1.17041,0.23014,7.95752,17.74062,17.88929,3.51769,51.51441,90.74578,0.0,0,1528630707.49794,33671.0,526.8812925069051
SMR,2018,0.6907,1.2252,1.14201,0.23642,11.31318,20.0679,18.70531,3.87234,58.84856,87.81844,0.188,0,1655300872.53427,33784.0,594.0060383613546
STP,2012,0.7034,3.26637,1.34746,1.02228,1.77651,8.24956,3.40316,2.58188,16.0111,44.45231,49.80053,0,250680845.747837,188394.0,43.78886801065852
STP,2013,0.68199,3.16563,1.60175,0.49033,2.06591,9.58947,4.85208,1.48534,17.99279,62.69729,11.6385,0,300554483.611626,192076.0,49.92539411482955
STP,2014,0.44889,2.0925,0.84754,0.35991,1.56635,7.30159,2.95743,1.25587,13.08125,86.38928,10.22681,0,346528329.183227,195727.0,37.30497069898379
SEN,2010,0.05752,2.23949,1.44544,1.39017,9.33626,363.48871,234.60796,225.63625,841.16887,81.39484,10.56314,0,16121314670.9653,12678143.0,28.670500876981748
SEN,2011,0.07372,2.01725,1.38992,1.37007,13.19736,361.13181,248.82649,245.27338,873.43939,76.03621,14.13373,0,17814284622.1718,13033814.0,27.70730117830437
SEN,2012,0.12676,1.99035,1.31607,1.28244,22.59501,354.76793,234.58165,228.58779,843.65738,84.94955,11.17106,0,17660871725.9977,13401990.0,26.471287472979757
SEN,2013,0.16814,2.01861,1.55414,1.9052,31.88888,382.84045,294.75108,361.33158,1075.82144,86.36126,9.54304,0,18918668644.1941,13782429.0,27.77742950825286
SEN,2014,0.16557,1.99382,1.90635,1.64969,32.77812,394.72065,377.40442,326.59268,1132.44479,87.3635,9.17459,0,19797254643.1212,14174740.0,27.84676473783646
SEN,2015,0.21654,1.86399,1.60127,1.752,38.48888,331.31946,284.62284,311.41307,969.8583,78.49346,11.22707,0,17774766636.0459,14578450.0,22.726658869770105
SEN,2016,0.02307,1.60129,0.85152,1.43548,4.39221,304.89129,162.13128,273.31937,973.54903,94.8073,2.27244,0,19040312815.1337,14993514.0,20.33487880159381
SEN,2018,0.02911,1.53079,0.81298,1.58729,6.76504,355.69513,188.90309,368.82204,1123.06068,95.86475,1.68355,0,23116699808.1723,15854324.0,22.4352126271672
SRB,2010,0.022,1.98454,1.00659,1.25861,9.19864,829.92298,420.95025,526.3422,1809.86737,80.68642,1.71759,0,41819468691.8251,7291436.0,113.82160935102496
SRB,2011,0.04712,1.91813,0.98066,1.2372,23.20907,944.8355,483.05411,609.42217,2087.73901,80.39343,1.87045,0,49258136128.9672,7234099.0,130.60859410411717
SRB,2015,0.02746,1.71792,0.86715,1.14108,10.88292,680.78764,343.64019,452.19228,1501.53205,83.28734,1.67476,0,39655958842.5478,7095383.0,95.94797631079253
SRB,2018,0.06105,1.87353,2.49125,0.98965,30.88839,818.5153733333333,1260.50425,500.73413,1814.10886,81.45573,1.7542666666666669,0,50640650221.4622,6982604.0,117.222081236933
SYC,2011,0.42981,0.8641,0.58302,0.2738875,5.608465000000001,9.2098,6.21396,3.8452225,38.43835,92.11586,0.26324,0,1065826669.89742,87441.0,105.3258768769799
SYC,2012,0.32552,1.01202,0.82708,0.04424,3.45126,10.72971,8.76888,0.46901,27.71354,71.61969,0.58183,0,1060226125.62616,88303.0,121.51014121830517
SYC,2013,0.45188,1.24047,1.02183,0.04877,6.00162,16.47544,13.5715,0.64775,47.92159,7.82386,6.88939,0,1328157608.83087,89949.0,183.1642375123681
SYC,2014,0.54486,1.52877,1.3199,0.04602,7.31746,20.53151,17.7263,0.61799,54.84414,11.83875,3.14315,0,1343007845.04468,91359.0,224.73439945708688
SYC,2016,0.39698,1.35154,1.20029,0.95652,5.66352,19.28181,17.12393,13.64614,63.07256,5.12849,7.53319,0,1426651768.82189,94677.0,203.65886118064577
SLE,2010,0.0,1.31304,0.68227,0.50838,0.0,33.85044,17.58911,13.10628,66.73593,83.844,1.84685,0,2578026297.15912,6415636.0,5.276240734355877
SLE,2011,0.0,1.40269,0.70176,0.47853,0.0,41.27472,20.64971,14.08105,78.53377,90.4098,0.92468,0,2942546781.04548,6563238.0,6.288773925309429
SLE,2012,0.0,1.42257,0.69136,0.66689,0.0,54.08414,26.28462,25.35413,109.19103,68.35359000000001,1.18062,0,3801862611.36414,6712586.0,8.05712433330463
SLE,2013,0.0,1.16273,0.52727,0.61697,0.0,57.21034,25.94338,30.35697,117.09498,68.35359000000001,0.70377,0,4920343194.99339,6863975.0,8.334870100779796
SLE,2014,0.0,1.14757,0.62264,0.81833,0.0,57.5524,31.22627,41.04062,133.54964,68.35359000000001,0.80944,0,5015157815.73406,7017153.0,8.201673812727183
SLE,2016,0.0,1.09112,0.3669,1.59577,0.0,40.09638,13.48296,58.64126,112.45711,71.9833,0.0,0,3674794530.18956,7328846.0,5.471035958457853
SLE,2017,0.0,0.9451,0.93762,2.73604,0.0,35.34274,35.06294,102.31626,173.35823,75.48126,0.0,0,3719369107.34992,7488427.0,4.719648064940741
SLE,2018,0.0,2.16852,1.43098,3.24006,0.0,88.58665,58.45727,132.36028,285.53431,45.9714,19.4838,0,4085114794.22324,7650149.0,11.57972870855195
SLE,2019,0.0,2.99333,1.47145,3.09636,0.0,117.98119,57.99663,122.04243,303.58329,42.43178,21.81896,0,4076578542.56207,7813207.0,15.100225809965101
SGP,2010,0.0,0.64166,0.76914,1.08005,0.0,1245.78893,1493.29667,2096.94053,5980.7494,75.31354645732688,12.41722,0,239809387605.427,5076732.0,245.39190368922368
SGP,2011,0.0,0.61349,0.72237,1.07988,0.0,1471.21379,1732.30656,2589.65897,7268.06014,75.31354645732688,7.97607,0,279351168707.267,5183688.0,283.81603792512203
SGP,2012,0.0,0.63153,0.65942,1.16801,0.0,1764.19145,1842.10526,3262.83988,8578.47035,75.31354645732688,16.62911,0,295087220933.024,5312437.0,332.08703463212834
SGP,2013,0.004585,0.62749,0.65542,1.00713,14.60912,1851.64439,1934.06418,2971.91326,8422.82148,75.31354645732688,14.34745,0,307576360584.992,5399162.0,342.95033006974046
SGP,2016,0.004585,0.66093,0.65309,0.9889,14.60912,2035.69246,2011.55077,3045.86122,7562.525342499999,75.31354645732688,12.36194,0,318763807455.664,5607283.0,363.0443585601083
SGP,2017,0.01834,0.73889,0.69034,0.81771,58.43648,2354.50308,2199.77343,2605.6388,7562.525342499999,75.31354645732688,11.83217,0,343337750742.27,5612253.0,419.52903406172175
SGP,2018,0.004585,0.72789,0.65218,0.87305,14.60912,2488.38337,2229.56656,2984.63216,7562.525342499999,75.31354645732688,10.2782,0,375981539145.907,5638676.0,441.3063226189978
SVK,2010,0.38267,0.84364,1.91736,0.80166,345.10817,760.83205,1729.15008,722.97211,3683.75604,55.56574,11.91759,0,90712671900.5229,5391428.0,141.118837161509
SVK,2011,0.39904,0.74842,1.75195,0.91839,395.04151,740.92031,1734.38561,909.18384,3890.2473,60.68387,8.11718,0,99362720493.6429,5398384.0,137.2485377105445
SVK,2012,0.41102,0.72601,1.70693,0.92745,388.07485,685.47434,1611.62387,875.66636,3651.75263,61.64834,4.11783,0,94258572686.2287,5407579.0,126.76178008680039
SVK,2013,0.44026,0.80135,1.74142,0.96479,434.64488,791.1229,1719.19562,952.47851,4024.47601,64.49886,2.89427,0,98541305462.1038,5413393.0,146.14178205794406
SVK,2014,0.48324,0.80423,1.7663,0.97086,488.89931,813.6451,1786.98286,982.2314,4270.79846,65.07883,2.98673,0,100954719362.24,5418649.0,150.15645043626185
SVK,2015,0.48394,0.87965,1.74458,1.37568,428.0803,778.11242,1543.20878,1216.88463,4068.62395,63.65098,4.60481,0,88601289843.0917,5423801.0,143.4625680403835
SVK,2016,0.50573,0.86902,1.65012,0.83304,453.3398,778.99766,1479.1744,746.7412,3506.48133,71.28204,4.36215,0,89614053143.7939,5430798.0,143.44073559723637
SVK,2017,0.53311,0.88245,1.70312,0.78592,509.02546,842.58423,1626.1686,750.41183,3761.15536,75.76111,4.34708,0,95157888666.9967,5439232.0,154.9086764454982
SVN,2010,0.56984,1.58196,2.05638,1.3335,274.44357,761.89188,990.37827,642.22888,2670.76352,75.04154,8.51743,1,48161250405.2468,2048583.0,371.91164819780306
SVN,2011,0.62505,1.55649,2.01447,1.34097,322.00376,801.84913,1037.78053,690.81704,2854.65744,75.11864,7.64106,1,51516366654.8197,2052843.0,390.60421571449933
SVN,2012,0.66065,1.56114,1.88689,1.19364,307.73581,727.18847,878.91971,556.00104,2617.9271,74.84031,6.93724,1,46580457470.2769,2057159.0,353.4916212115836
SVN,2013,0.59939,1.50997,1.82914,1.11,290.11697,730.85415,885.34074,537.26042,2616.47468,72.53673,9.16489,1,48401896808.3064,2059953.0,354.79166272240195
SVN,2014,0.64808,1.49431,1.75785,1.04583,323.59016,746.11884,877.70688,522.18996,2642.18415,71.65087,10.94905,1,49930685013.4603,2061980.0,361.8458180971688
SVN,2015,0.5529,1.39119,1.68833,0.9755,238.24619,599.46786,727.50388,420.34299,2115.52615,73.94082,7.68643,1,43090173394.6913,2063531.0,290.5058659162377
SVN,2016,0.52189,1.38124,1.65729,0.94787,233.03306,616.74545,740.00699,423.24022,2144.06636,63.3068,20.01819,1,44736333522.4522,2065042.0,298.66000304110037
SVN,2017,0.52416,1.36659,1.64746,0.946,254.54327,663.64029,800.03536,459.39573,2322.81975,74.82317,6.27199,1,48469082710.3089,2066388.0,321.15957409741054
ZAF,2010,0.06171,2.42962,1.79945,0.67959,182.63686,7190.12179,5325.23809,2011.14602,16932.70614,78.26846,5.57788,0,417365076968.257,51216970.0,140.3855415650532
ZAF,2011,0.07647,2.41457,1.96274,0.69814,287.02685,9063.06753,7367.12096,2620.46536,20287.22668,79.21464,4.96894,0,458201514136.977,52003760.0,174.27715861314644
ZAF,2012,0.0864,2.54331,1.92781,0.75904,359.79549,10590.80553,8027.75557,3160.79795,20287.22668,76.59006,7.13676,0,434400545085.811,52832660.0,200.45944175439965
ZAF,2014,0.09272,2.34581,1.85752,0.73679,340.11243,8605.13243,6813.94075,2702.74834,20287.22668,78.41106,3.98056,0,381198869776.106,54544184.0,157.76443607626433
ZAF,2015,0.08497142857142857,2.4194285714285715,1.82666,0.74735,300.86895999999996,8545.543678571428,6409.84853,2622.48727,20900.54967,78.97958,4.26288,0,346709790458.563,55386370.0,154.28965623041807
ZAF,2017,0.09549,2.37714,1.79787,0.87793,282.98379,7044.82106,5328.1104,2601.79736,18116.49326,78.16418,5.28592,0,381448814653.456,57009750.0,123.57221024220557
ZAF,2018,0.08968,2.38651,1.89455,0.93934,313.49315,8342.15151,6622.48512,3283.50187,21529.00593,78.85607,5.03557,0,404842116738.074,57792520.0,144.34656093902808
ZAF,2019,0.09233,2.43904,1.93661,1.134,340.03415,8982.7059,7132.32926,4176.40431,23957.3784,78.88533,3.91176,0,387934574098.17,58558268.0,153.39773881290344
SSD,2011,0.00285,0.60236,0.11371,0.24397,0.42508,89.79562,16.9509,36.37002,143.54162,78.57565666666666,7.908163333333333,0,14907308932.7534,9830695.0,9.134208720746601
SSD,2013,0.0056925,0.63957,0.10913,0.23702,0.85861,76.31015,13.02092,28.28052,122.23813,93.63348,1.50823,0,18426469016.9492,10355030.0,7.369379905224803
SSD,2014,0.00694,0.7091,0.20464,0.30422,1.27796,130.66259,37.7074,56.05704,227.09886,45.35707,22.21626,0,13962212847.4576,10554882.0,12.379351090803288
SSD,2015,0.00887,0.78804,0.2637,0.40462,1.23853,110.02814,36.81839,56.49383,204.62505,78.57565666666666,7.908163333333333,0,11997800760.2242,10715657.0,10.26797890227356
SSD,2016,0.00411,0.56135,0.18876,0.77868,0.49287,67.34999,22.64654,93.42467,185.23387,96.73642,0.0,0,52000000000.0,10832520.0,6.217388936277063
ESP,2010,0.68234,1.24047,1.79534,1.13794,9694.0864,17623.61163,25506.75817,16166.9328,68991.38901,74.89366,7.21286,1,1420722034063.0,46576896.0,378.3766876607664
ESP,2011,0.68807,1.2509,1.81044,1.14751,10175.0435,18497.97987,26772.23653,16969.03017,72414.29007,74.89366,7.21286,1,1478772824224.03,46742696.0,395.7405424368333
ESP,2012,0.49772,1.15974,1.66843,0.99697,6593.92161,15364.51408,22103.72406,13208.10679,59210.73219,75.72494,4.09104,1,1324820091194.67,46773056.0,328.4907037077073
ESP,2013,0.48726,1.1365,1.60577,0.97624,6601.14637,15396.80625,21754.29762,13225.67691,58945.7449,76.12073,3.15974,1,1354757433212.72,46620044.0,330.261512623197
ESP,2014,0.48518,1.13298,1.58106,0.96784,6643.98141,15515.04858,21650.97853,13253.60837,58930.47057,77.59437,2.51471,1,1369398844599.58,46480880.0,333.79420914578213
ESP,2015,0.47315,1.14204,1.57762,0.95839,5654.74777,13648.69149,18854.46574,11453.92154,51229.60894,77.97063,2.49325,1,1195119269971.52,46444830.0,293.8688956825164
ESP,2016,0.4595,1.13874,1.57763,0.92121,5661.33974,14030.18892,19437.59867,11350.03228,52087.73246,77.83385,2.15084,1,1232076017361.53,46484064.0,301.8279322565256
ESP,2017,0.44421,1.13227,1.56259,0.93431,5830.47095,14861.66797,20509.80233,12263.3051,55228.79532,77.28202,2.26077,1,1309297246509.31,46593236.0,318.966211533365
LKA,2010,0.0,0.43024,0.91425,0.28219,0.0,244.05532,518.61755,160.0767,974.40092,82.88472,7.90587,0,56725749221.9043,20261738.0,12.045132554768992
LKA,2011,0.0,0.43792,0.93057,0.3212,0.0,285.92779,607.59655,209.72073,1180.88803,83.68358,7.01825,0,65292753005.4665,20398496.0,14.017101554938169
LKA,2012,0.0,0.35753,0.75975,0.28022,0.0,244.67211,519.92823,191.76605,1023.89707,80.00341,11.10732,0,68434409315.1123,20425000.0,11.979050673194616
LKA,2013,0.0,0.37271,0.79572,0.34245,0.0,276.98913,591.35877,254.49953,1204.74082,78.54635,12.726,0,74317806538.3632,20585000.0,13.455872237065824
LKA,2014,0.0,0.55416,0.91051,0.38979,0.0,439.75858,722.55236,309.32095,1533.86881,72.49095,5.2597,0,79356449840.5771,20778000.0,21.164625084223697
LKA,2015,0.0,0.63085,1.04999,0.43199,0.0,508.48785,846.33087,348.20414,1796.46136,74.68956,4.66192,0,80604080688.5775,20970000.0,24.248347639484976
LKA,2016,0.0,1.20366,1.73875,0.41817,0.0,991.82534,1432.74595,344.57254,2842.17468,29.47845,26.43795,0,82401038709.5356,21203000.0,46.77759467999811
LKA,2017,0.0,0.93434,1.43262,0.3629,0.0,816.87804,1252.51564,317.27994,2447.33277,61.34017,14.29282,0,87428128123.7209,21444000.0,38.09354784555121
LKA,2018,0.0,0.6342,0.97165,0.4406,0.0,560.79385,859.19337,389.60702,1878.35574,62.63059,19.14846,0,87963042340.8379,21670000.0,25.87881172127365
LCA,2010,0.06168,1.47253,1.58766,0.16007,0.86448,20.63769,22.25116,2.24335,48.81309,81.749804,8.028564,0,1486758037.03704,174092.0,118.54473496771821
LCA,2011,0.05548,1.51799,1.61742,0.17981,0.8248,22.56884,24.0471,2.67334,53.34841,81.749804,8.028564,0,1576988407.40741,175538.0,128.56954049835363
LCA,2012,0.05177,1.31805,1.49622,0.11329333333333332,0.81644,20.78543,23.59519,1.6388966666666667,51.61469,81.749804,8.028564,0,1605146777.77778,176654.0,117.66181348851428
LCA,2013,0.044714,1.43113,1.50091,0.11329333333333332,0.6929500000000001,22.97168,24.09173,1.6388966666666667,61.95634,74.0215,11.47465,0,1664816740.74074,177505.0,129.4142700205628
LCA,2014,0.044714,1.37936,1.56548,0.11329333333333332,0.6929500000000001,22.9638,26.06243,1.6388966666666667,64.6064,74.92998,18.46395,0,1755130814.81481,178307.0,128.78798925448802
LCA,2015,0.05464,1.32193,1.69466,0.11329333333333332,0.95903,23.20157,29.74357,1.6388966666666667,67.88377,83.39824,10.0165,0,1808079888.88889,179131.0,129.52291898108086
LCA,2016,0.044714,1.37391,1.60405,0.11329333333333332,0.6929500000000001,24.84142,29.00246,1.6388966666666667,94.16995,84.15339,0.0,0,1865513444.44444,180028.0,137.9864243339925
LCA,2018,0.0,1.16843,1.34186,0.0,0.0,23.35802,26.82507,0.0,66.60574,92.24591,0.18772,0,2065127259.25926,181890.0,128.4183847380285
VCT,2010,0.10041,2.10441,1.84432,0.35649,0.68402,14.33576,12.56401,2.42852,34.64193,89.70728,0.0,0,681225925.925926,108260.0,132.41973027895807
VCT,2011,0.09271,2.16193,1.88249,0.35649,0.62681,14.61748,12.72807,2.42852,42.661005,98.70854,0.0,0,676129629.62963,108315.0,134.9534228869501
VCT,2014,0.0989,2.2503,2.08241,0.35649,0.71972,16.37578,15.154,2.42852,42.661005,92.60754599999999,0.43610750000000004,0,727714814.814815,108868.0,150.4186721534335
VCT,2015,0.09779,2.0479,1.98863,0.35649,0.73871,15.46987,15.02211,2.42852,42.661005,92.60754599999999,0.43610750000000004,0,755400000.0,109135.0,141.74985110184636
VCT,2016,0.0974525,2.15079,1.87388,0.35649,0.692315,16.65636,14.51189,2.42852,44.40113,90.40621,0.32261,0,774429629.62963,109467.0,152.15873276877963
VCT,2017,0.0974525,2.09779,1.82239,0.35649,0.692315,16.61821,14.43656,2.42852,45.40729,90.20865,1.42182,0,792177777.777778,109826.0,151.3139875803544
VCT,2018,0.0974525,2.10094,1.79623,0.35649,0.692315,17.04489,14.5728,2.42852,46.19367,94.00705,0.43610750000000004,0,811300000.0,110210.0,154.65828872153162
SWE,2010,0.66365,1.58414,2.32125,1.89301,3290.46417,7854.36145,11509.06998,9385.78886,32340.31473,64.88386,6.48491,1,495812558843.31,9378126.0,837.5192922338642
SWE,2011,0.66781,1.54458,2.2553,1.85126,3833.83905,8867.33129,12947.53814,10627.9725,36552.12383,65.0096,6.45192,1,574094112972.733,9449213.0,938.4200874718349
SWE,2012,1.22191,1.65693,2.17242,1.90543,6750.85256,9154.25875,12002.28487,10527.17067,41640.52674,64.99645,6.58563,1,552483727282.802,9519374.0,961.6450356924732
SWE,2013,1.27353,1.70339,2.12301,1.93498,7473.6194,9996.17781,12458.73442,11355.25955,44665.77994,64.92918,5.93098,1,586841821796.891,9600379.0,1041.2274150843418
SWE,2014,1.27837,1.72531,2.08125,1.91397,7439.66616,10040.68908,12112.11254,11138.59478,44076.40044,65.36354,5.70554,1,581964017237.095,9696110.0,1035.5378682791345
SWE,2015,1.26439,1.73769,2.01796,1.85452,6386.49716,8777.1463,10192.81522,9367.27338,37599.41418,65.45851,5.54844,1,505103781349.757,9799186.0,895.7015715386973
SWE,2016,1.28037,1.83654,2.08685,1.83507,6602.27833,9470.18628,10760.93082,9462.6169,39285.76704,66.0323,5.00793,1,515654671469.547,9923085.0,954.3590808705155
SWE,2017,1.2093,1.89126,2.1224,1.79499,6542.51408,10232.06847,11482.56732,9711.21201,40948.76347,66.39235,4.07939,1,541018749769.097,10057698.0,1017.3370158857425
CHE,2010,0.18315,1.37781,2.03296,1.24664,1069.21424,8043.43037,11868.04526,7277.67081,28757.43515,75.29134,9.27335,1,603434493402.679,7824909.0,1027.9263784409507
CHE,2011,0.17545,1.43684,1.97972,1.29197,1227.40069,10051.86563,13849.72196,9038.38424,34768.12556,75.28746,9.4645,1,722038242134.62,7912398.0,1270.3943393646275
CHE,2012,0.17995,1.47642,1.96915,1.32418,1202.16279,9863.12761,13154.76612,8846.13057,33625.12112,74.8759,9.72187,1,692109693986.886,7996861.0,1233.3748967251024
CHE,2013,0.18009,1.49684,1.95609,1.31789,1239.90794,10305.83315,13467.79335,9073.69738,34703.91703,73.84788,10.94966,1,712748124222.61,8089346.0,1274.0007844886347
CHE,2014,0.23659,1.49393,1.90024,1.33241,1677.88956,10594.65622,13476.13586,9449.2372,35822.43347,72.88212,12.1962,1,734396591036.932,8188649.0,1293.8222434494385
CHE,2015,0.40389,1.45487,1.81433,1.33954,2745.76934,9890.69184,12334.3713,9106.64106,34675.32489,73.99111,12.44735,1,702149580770.901,8282396.0,1194.1824370628983
CHE,2016,0.40776,1.47773,1.9420816666666667,1.32739,2737.36112,9920.10844,13025.138975,8910.89512,34268.50789,74.12122,12.2001,1,695600652899.283,8373338.0,1184.7256661560778
CHE,2017,0.4127,1.49526,1.9420816666666667,1.35838,2806.15869,10167.0321,13025.138975,9236.2928,34882.73526,74.12469,12.05841,1,704478516963.855,8451840.0,1202.937123750568
THA,2010,0.20092,1.40636,1.00383,0.57923,685.35017,4797.15411,3424.10365,1975.78589,11967.46911,82.19784,2.79771,0,341104820155.464,67195030.0,71.39149974658841
THA,2011,0.26808,2.42425,1.03093,0.71683,994.0738,8989.59061,3822.87639,2658.14959,17819.90837,68.26411,3.72394,0,370819140946.553,67518376.0,133.14287372670216
THA,2012,0.29773,2.0316,1.29877,0.65397,1183.64642,8076.77806,5163.3846,2599.92407,18036.06783,88.62841,6.68635,0,397558222957.17,67835970.0,119.0633567726195
THA,2013,0.22339,1.69522,1.22958,0.64142,938.9799,7125.57898,5168.32217,2696.11245,17334.64572,56.92405,2.90387,0,420333203150.426,68144520.0,104.56569332354238
TLS,2011,0.0,7.33091,0.75072,1.99407,0.0,77.321,7.918,21.032,106.271,43.19137,17.2618,0,1042411500.0,1113154.0,69.46118865853242
TLS,2012,0.01328,4.7474,1.44986,1.03133,0.15247,54.48971,16.64115,11.83739,83.12072,63.41346,3.89523,0,1160389500.0,1133002.0,48.09321607552326
TLS,2013,0.06581,3.66888,1.71007,0.22238,0.91844,51.2002,23.86446,3.10335,79.08646,55.93835,2.82012,0,1395519600.0,1153288.0,44.39498199929246
TLS,2014,0.08856,4.87689,2.24103,0.30898,1.28181,70.58376,32.43474,4.47197,108.77227,50.9794,3.02427,0,1447307100.0,1174333.0,60.105404514733046
TGO,2010,0.10785,2.11683,1.04781,0.68538,3.69851,72.59582,35.93412,23.50472,140.48262,77.84581,15.00139,0,3429461495.41335,6421674.0,11.30481242118488
TGO,2011,0.08658,2.10314,1.26309,0.69045,3.3528,81.44321,48.91261,26.73748,166.87583,81.86555,11.07348,0,3872459249.74631,6595939.0,12.347477743502479
TGO,2012,0.15804,3.00282,0.67678,0.86597,6.1215,116.30858,26.21366,33.54165,182.78925,73.66915,19.15544,0,3873308389.30006,6773807.0,17.17034158191989
TGO,2013,0.1364,2.59154,0.70095,0.98246,5.89461,111.99763,30.29286,42.45832,191.17482,88.43857,2.06816,0,4321655656.33177,6954721.0,16.10382788899799
TGO,2014,0.06937,2.82036,0.83713,1.03773,3.17363,129.03111,38.29855,47.47607,218.89253,94.80674,0.4133,0,4574986536.90791,7137997.0,18.07665511767517
TGO,2015,0.08107,3.29365,0.83091,0.88514,3.38947,137.70296,34.73929,37.00636,213.58389,94.98654,0.74938,0,4180866177.03946,7323162.0,18.803757174837862
TGO,2016,0.07834,3.1747,0.79378,0.88867,3.5151,142.44802,35.61668,39.87458,222.35564,94.77594,0.78547,0,6031632168.17391,7509952.0,18.967900194302178
UGA,2010,0.0,0.82319,0.68669,0.23163,0.0,205.17346,171.15227,57.73167,434.0574,59.57583,0.77583,0,26673441667.2778,32428164.0,6.327014381696109
