country,year,adj_enrollment,out_school_percentage,out_school,first_grade_percentage,overage_percentage,grade_5_percentage,last_grade,completion_rate,pupils,repeater_percentage,enrollment_gross_percentage,enrollment_net_percentage
KOR,2018,,0.92399001121521,25225.0,,,99.3505020141602,99.3345031738281,95.3767700195313,2719358.0,,99.6097793579102,
KOR,2019,,0.0099299997091293,271.0,,,,,105.239730834961,2755682.0,,100.989448547363,
KOR,2020,,,,,,,,,,,,
KWT,2000,91.30349,8.58253002166748,12198.0,98.48382,5.49928,,94.8482284545898,99.5467834472656,140182.0,3.3378,98.6322021484375,85.39184
KWT,2001,90.85288,9.10702991485596,13404.0,97.05531,5.83656,,98.2920227050781,87.3130264282227,141419.0,3.19335,96.0837936401367,84.93984
KWT,2002,93.45248,6.54752016067505,9822.0,98.53329,5.71037,,97.461181640625,93.3980331420898,148712.0,2.76642,99.1340637207031,88.94481
KWT,2003,92.68112,7.31888008117676,11139.0,98.65147,6.19385,,98.4170837402344,98.4588012695313,154056.0,2.51597,101.220108032227,87.44694
KWT,2004,94.39939,5.60060977935791,8649.0,98.6865,6.46676,,,100.6279296875,158271.0,2.2253,102.492523193359,88.25737
KWT,2005,92.70689,7.27862977981567,14076.0,96.32585,4.99689,,,111.690589904785,202826.0,1.94995,104.880340576172,92.70689
KWT,2006,,,,97.67271,,,,,203423.0,,102.339866638184,
KWT,2007,97.6507,1.36688995361328,2764.0,101.0392,3.50276,,,106.42440032959,211576.0,0.91504,104.626129150391,91.54554
KWT,2008,98.59062,1.40937995910645,2893.0,101.42901,2.50374,,,,208608.0,,101.609817504883,92.41341
KWT,2009,,,,,,95.9930572509766,95.9930572509766,,210665.0,,101.535087585449,
KWT,2010,99.00833,0.99167001247406,2073.0,105.28158,1.73207,,,97.4594573974609,213733.0,0.68497,102.239639282227,92.3455
KWT,2011,99.46206,0.53794002532959,1139.0,111.88627,1.70371,94.0715408325195,94.0715408325195,98.9949264526367,223688.0,0.76535,105.624809265137,92.74123
KWT,2012,98.76138,0.603169977664948,1323.0,108.3482,1.48471,95.698486328125,95.698486328125,97.8835067749023,230280.0,0.59232,104.982902526855,92.59959
KWT,2013,98.04184,1.15514004230499,2658.0,103.71234,1.3719,,,100.0,239231.0,0.58041,103.961952209473,92.07642
KWT,2014,97.95931,1.27714002132416,3108.0,,1.82354,,,,252585.0,,103.781303405762,92.17298
KWT,2015,,1.67411005496979,4311.0,,2.96648,96.0771331787109,96.0771331787109,,264185.0,,102.589736938477,92.12953
KWT,2016,96.64405,2.70150995254517,7290.0,95.20939,2.75983,92.2715835571289,92.2715835571289,100.579002380371,271285.0,0.71908,100.532150268555,90.61364
KWT,2017,91.66328,,,91.64863,2.94842,92.7654495239258,92.7654495239258,95.3718872070313,275334.0,0.5058,95.6887969970703,85.87088
KWT,2018,88.23607,,,89.5939,2.58255,88.5445327758789,88.5445327758789,91.8194122314453,279956.0,0.51485,92.3602676391602,82.63321
KWT,2019,,,,,,93.9547424316406,93.9547424316406,84.5925598144531,276318.0,,88.0060882568359,
KWT,2020,,,,,,,,83.8955612182617,278958.0,,87.2829284667969,
LAC,2000,94.56689,2.84301996231079,1511222.0,117.4019,,,76.5296936035156,98.6199264526367,64068944.0,12.4594,120.531127929688,94.35054
LAC,2001,94.68999,2.89345002174377,1520101.0,119.6559,,,79.5106964111328,98.2438201904297,63743672.0,11.2738,121.333503723145,94.62992
LAC,2002,94.94315,2.46678996086121,1301775.0,119.1853,,,79.2704925537109,99.9378967285156,63780432.0,10.98368,120.86009979248,94.45974
LAC,2003,94.97144,2.95898008346558,1572328.0,116.978,,,79.5685195922852,98.8467788696289,63327016.0,10.39629,119.175941467285,93.8278
LAC,2004,94.54706,3.06175994873047,1650055.0,116.962,,,79.9486770629883,96.5901794433594,63380044.0,10.28942,117.60489654541,94.0079
LAC,2005,95.77595,2.4739100933075,1327661.0,117.92,,,80.4372329711914,97.2227935791016,62964344.0,9.77957,117.324981689453,94.19796
LAC,2006,94.82654,2.27665996551514,1220307.0,113.3844,,,81.2498092651367,98.2433395385742,62564868.0,8.89212,116.723930358887,93.91793
LAC,2007,95.08991,2.16423010826111,1159570.0,112.8486,,,81.5020904541016,99.265007019043,62428812.0,7.88977,116.517723083496,93.62552
LAC,2008,96.35369,2.05744004249573,1090292.0,110.4201,,,82.978401184082,99.3925399780273,62068808.0,7.06072,117.127410888672,95.054
LAC,2009,96.60935,2.27667999267578,1202585.0,107.9289,,,82.9797973632813,99.7297821044922,61954824.0,6.46706,117.290252685547,94.90829
LAC,2010,96.2842,2.41834998130798,1354427.0,103.2095,,,82.9155426025391,100.254257202148,61332080.0,5.9729,109.509498596191,94.92005
LAC,2011,96.2643,3.10659003257751,1703070.0,101.0995,,,82.1932601928711,100.436187744141,60760976.0,5.74053,110.834671020508,94.82564
LAC,2012,96.26953,3.03707003593445,1645630.0,97.87364,,,81.716178894043,101.02823638916,59986012.0,5.63709,110.70629119873,94.91061
LAC,2013,95.64494,2.84383988380432,1533482.0,99.37334,,,83.6165008544922,100.678466796875,60267936.0,5.16335,111.766952514648,93.70186
LAC,2014,95.48915,3.03673005104065,1630136.0,99.6467,,,84.4925079345703,100.988929748535,59549296.0,4.51054,110.932739257813,93.5498
LAC,2015,95.68951,2.94210004806519,1573662.0,100.5959,,,84.1595001220703,99.6112594604492,58777008.0,4.37513,109.888870239258,93.48366
LAC,2016,95.73677,2.93832993507385,1557835.0,100.8363,,,85.6176681518555,99.4901504516602,58310648.0,4.19385,109.983200073242,93.7016
LAC,2017,95.82656,2.72207999229431,1434344.0,100.5988,,,85.4407501220703,99.112190246582,57957552.0,4.4287,109.991081237793,93.74894
LAC,2018,95.1471,2.55540990829468,1345353.0,100.5323,,,85.7622909545898,98.4052581787109,57684024.0,4.4405,109.56713104248,93.80971
LAC,2019,,2.41514992713928,1271939.0,,,,85.5886688232422,98.3883514404297,57482340.0,,109.147071838379,
LAC,2020,,2.50660991668701,,,,,,98.6039505004883,,,,
LAO,2000,75.85907,24.1409301757813,187660.0,114.64501,29.08273,53.4781799316406,53.4781799316406,67.3877334594727,831521.0,19.75019,106.968399047852,75.85907
LAO,2001,75.377,24.6229991912842,194810.0,112.58349,27.98555,62.6553688049316,62.6553688049316,67.5449523925781,828113.0,19.8299,104.669281005859,75.377
LAO,2002,76.5676,23.4323997497559,188090.0,117.52244,27.92074,64.4685363769531,64.4685363769531,67.9886703491211,852857.0,19.99913,106.249603271484,76.5676
LAO,2003,79.17625,20.8237495422363,168042.0,119.02089,27.00434,62.8996391296387,62.8996391296387,67.4763336181641,875300.0,19.78247,108.467071533203,79.17625
LAO,2004,79.84852,20.1514797210693,161871.0,117.1153,27.34254,63.3260383605957,63.3260383605957,67.8299179077148,884629.0,19.88472,110.128341674805,79.84852
LAO,2005,81.105,18.8950004577637,149792.0,118.94684,27.82299,62.2340202331543,62.2340202331543,70.1623992919922,890821.0,19.18152,112.369567871094,81.105
LAO,2006,82.62215,17.3778495788574,135371.0,122.32558,27.83622,61.6126899719238,61.6126899719238,73.9461517333984,891881.0,18.24459,114.492561340332,82.62215
LAO,2007,85.23456,14.7654399871826,113276.0,127.94336,26.67763,66.9750595092773,66.9750595092773,76.4517211914063,891807.0,16.94616,116.24633026123,85.23456
LAO,2008,87.67267,12.3273296356201,93335.0,127.94994,26.08299,68.4520492553711,68.4520492553711,78.7592391967773,900817.0,16.82495,118.976440429688,87.67267
LAO,2009,89.97949,10.0205097198486,75042.0,128.59779,25.62197,71.0538482666016,71.0538482666016,81.7617874145508,908880.0,15.79196,121.364593505859,89.97949
LAO,2010,94.60536,5.39463996887207,40049.0,128.14242,23.2121,68.0158767700195,68.0158767700195,85.6751403808594,916341.0,14.03975,123.432052612305,94.53585
LAO,2011,94.33115,5.64036989212036,41583.0,120.86485,22.60036,69.9473571777344,69.9473571777344,91.3717727661133,900123.0,12.45585,122.093788146973,94.33115
LAO,2012,94.32175,5.65803003311157,41419.0,121.3412,21.74779,73.3374176025391,73.3374176025391,95.0304794311523,883938.0,10.69057,120.750122070313,94.32175
LAO,2013,96.23668,3.75254011154175,27479.0,123.9948,19.66963,77.6148681640625,77.6148681640625,99.3238372802734,878283.0,9.08807,119.938468933105,96.23668
LAO,2014,96.5434,3.44372010231018,25400.0,119.06379,18.195,78.7229766845703,78.7229766845703,100.785926818848,870893.0,6.92152,118.075180053711,96.5434
LAO,2015,94.89325,5.10675001144409,38109.0,107.63696,16.69696,79.634033203125,79.634033203125,101.011421203613,850466.0,5.9652,113.965599060059,94.89325
LAO,2016,94.00376,5.990149974823,45232.0,104.2119,14.24274,81.0819702148438,81.0819702148438,99.7322692871094,827987.0,4.97133,109.651756286621,94.00376
LAO,2017,92.48614,7.50599002838135,57256.0,103.17971,12.72429,82.1709518432617,82.1709518432617,101.396873474121,808705.0,4.20883,106.017402648926,92.48614
LAO,2018,91.46712,8.51140022277832,65377.0,102.2389,10.60813,82.948127746582,82.948127746582,97.8900375366211,786246.0,4.15481,102.360992431641,91.46712
LAO,2019,,8.42004013061523,64860.0,,,82.0526733398438,82.0526733398438,92.168327331543,770659.0,,100.045959472656,
LAO,2020,,8.23966026306152,63422.0,,,,,89.0287475585938,760566.0,,98.8112487792969,
LBN,2000,,,,,12.58459,96.3194122314453,96.3194122314453,,404169.0,8.5343,,
LBN,2001,,,,,11.40278,93.9061431884766,90.7489929199219,,476489.0,7.08915,,
LBN,2002,,,,,11.59727,92.1175308227539,88.7415008544922,,474396.0,8.72162,,
LBN,2003,,,,,10.85068,96.6402969360352,94.2485733032227,,471777.0,9.69907,,
LBN,2004,,,,,10.51662,93.5797424316406,90.0463027954102,,476446.0,10.56279,,
LBN,2005,,,,,10.01181,91.1574783325195,87.806266784668,,475798.0,10.07213,,
LBN,2006,,,,,9.34525,96.8178787231445,94.4891128540039,,470988.0,9.51937,,
LBN,2007,,,,,9.20374,92.5949478149414,89.3086776733398,,473134.0,9.15956,,
LBN,2008,,,,,9.07447,95.2516326904297,91.8339080810547,,467311.0,8.7659,,
LBN,2009,,,,,9.10103,,,,464442.0,8.97378,,
LBN,2010,,,,,8.47897,93.6420974731445,90.4680786132813,,461719.0,8.08934,,
LBN,2011,,,,,8.04403,96.0360565185547,93.2877197265625,,456985.0,9.21825,,
LBN,2012,,,,,7.43568,,,,456206.0,8.24101,,
LBN,2013,,,,,7.10966,97.0781707763672,90.2347030639648,,471626.0,8.0303,,
LBN,2014,,,,,9.76768,,,,480923.0,8.21795,,
LBN,2015,,,,,8.62317,85.8985900878906,84.0863723754883,,491455.0,7.65095,,
LBN,2016,,,,,7.50453,95.8947906494141,94.0325622558594,,486613.0,7.42356,,
LBN,2017,,,,,6.9052,87.7592391967773,85.4840927124023,,502505.0,7.03774,,
LBN,2018,,,,,6.72872,87.6621017456055,84.9477691650391,,509280.0,6.26983,,
LBN,2019,,,,,,88.0156097412109,84.8585891723633,,516514.0,,,
LBN,2020,,,,,,,,,517092.0,,,
LBR,2000,,,,,,,,,496253.0,,116.304298400879,
LBR,2001,,,,,,,,,,,,
LBR,2002,,,,,,,,,,,,
LBR,2003,,,,,,,,,,,,
LBR,2004,,,,,,,,,,,,
LBR,2005,,,,,,,,,,,,
LBR,2006,,,,,61.44751,,,66.6262588500977,488438.0,6.64117,95.1388320922852,36.08605
LBR,2007,,,,,,,,,,,,
LBR,2008,43.79097,56.2090301513672,316739.0,115.68236,52.33947,81.6874237060547,67.7655029296875,62.9172210693359,539887.0,6.67325,95.8092422485352,43.79097
LBR,2009,,,,137.38366,59.38593,,,62.0882301330566,605236.0,5.47935,102.363586425781,40.55385
LBR,2010,,,,,,,,,,,,
LBR,2011,,,,131.20437,59.90832,,,66.8497772216797,674534.0,6.50301,105.121139526367,40.78992
LBR,2012,,,,,,,,,,,,
LBR,2013,,,,,,,,,,,,
LBR,2014,38.83457,6.76752996444702,47513.0,127.60566,60.0953,,,60.0097312927246,683977.0,6.03705,97.422492980957,38.38889
LBR,2015,,,,,,,,,684404.0,5.35722,95.3327102661133,
LBR,2016,,,,93.44149,,54.9791717529297,46.4585418701172,,655049.0,,89.4702072143555,
LBR,2017,44.56983,21.3589305877686,159479.0,99.49656,46.95615,,,60.595401763916,635478.0,6.92471,85.1091918945313,44.25563
LBR,2018,,,,,,,,,,,,
LBR,2019,,,,,,,,,,,,
LBR,2020,,,,,,,,,,,,
LBY,2000,,,,,,,,,,,,
LBY,2001,,,,,,,,,766087.0,,103.610961914063,
LBY,2002,,,,,,,,,750204.0,,103.250831604004,
LBY,2003,,,,,,,,,739028.0,,103.251960754395,
LBY,2004,,,,,,,,,745428.0,,105.473251342773,
LBY,2005,,,,,,,,,713902.0,,102.093048095703,
LBY,2006,,,,,,,,,755338.0,,109.012687683105,
LBY,2007,,,,,,,,,,,,
LBY,2008,,,,,,,,,,,,
LBY,2009,,,,,,,,,,,,
LBY,2010,,,,,,,,,,,,
LBY,2011,,,,,,,,,,,,
LBY,2012,,,,,,,,,,,,
LBY,2013,,,,,,,,,,,,
LBY,2014,,,,,,,,,,,,
LBY,2015,,,,,,,,,,,,
LBY,2016,,,,,,,,,,,,
LBY,2017,,,,,,,,,,,,
LBY,2018,,,,,,,,,,,,
LBY,2019,,,,,,,,,,,,
LBY,2020,,,,,,,,,,,,
LCA,2000,90.66634,8.36600017547607,2049.0,105.91819,10.75867,,,,25347.0,,103.490936279297,89.26997
LCA,2001,91.08683,7.9438099861145,1934.0,,11.4242,93.7528991699219,,,25481.0,,104.661956787109,90.22427
LCA,2002,98.33543,1.17981004714966,284.0,97.16611,2.4445,,,105.433853149414,24954.0,2.40442,103.577949523926,97.46535
LCA,2003,97.0943,1.24855995178223,297.0,99.01112,4.28519,89.4190979003906,,104.857139587402,24573.0,2.71436,103.43913269043,95.94187
LCA,2004,95.00321,4.82123994827271,1126.0,93.38843,4.16859,95.8298797607422,93.7562713623047,104.116287231445,23821.0,2.34667,101.995292663574,94.24963
LCA,2005,93.76555,6.23444986343384,1428.0,97.07718,4.92088,,,99.8256301879883,23573.0,2.74891,102.916389465332,91.79219
LCA,2006,95.72066,4.27933979034424,959.0,100.10225,9.72719,93.3235702514648,,106.840873718262,24046.0,2.18332,107.300308227539,94.16778
LCA,2007,95.09244,4.90755987167358,1075.0,102.16082,4.53968,95.6748199462891,,106.640968322754,22028.0,2.68295,100.5615234375,93.2892
LCA,2008,,,,,3.68708,94.226676940918,92.7872314453125,,20938.0,2.39755,,
LCA,2009,,,,,3.37346,94.6661911010742,92.1035308837891,,20187.0,2.43721,,
LCA,2010,,,,,3.36191,93.7237777709961,91.7620086669922,,19483.0,2.57147,,
LCA,2011,,,,,3.53551,92.4901580810547,89.5732879638672,,18894.0,2.34995,,
LCA,2012,,,,,3.40634,95.01318359375,,90.6728820800781,18172.0,2.33326,,
LCA,2013,,,,,3.35249,92.1433410644531,90.0874710083008,86.9927215576172,17748.0,2.69326,,
LCA,2014,,,,,3.32639,,,91.3311614990234,17286.0,2.18096,,
LCA,2015,98.39989,1.4145200252533,235.0,,2.43728,,,84.4022827148438,16822.0,,101.142379760742,94.16119
LCA,2016,97.9736,1.35713005065918,219.0,102.33209,2.7972,94.1112594604492,92.5220031738281,95.4905090332031,16445.0,2.71207,101.908660888672,94.85034
LCA,2017,97.69998,1.44862997531891,228.0,98.04013,2.87779,94.8701934814453,91.9822998046875,92.0771789550781,16054.0,3.41971,102.001403808594,94.86626
LCA,2018,98.28723,1.43484997749329,222.0,102.68394,2.70253,93.411247253418,91.9796905517578,94.8936233520508,15874.0,2.91042,102.598243713379,95.39814
LCA,2019,,1.69498002529144,260.0,,,94.894157409668,93.7008209228516,99.7793502807617,15693.0,,102.334533691406,
LCA,2020,,3.24603009223938,497.0,,,,,100.363471984863,15478.0,,101.090721130371,
LCN,2000,94.40123,3.32892990112305,1968570.0,116.5934,,,77.6115798950195,97.7939910888672,70185912.0,12.11942,118.687370300293,94.22767
LCN,2001,94.49131,3.28692007064819,1923377.0,118.7948,,,80.4067535400391,97.4859390258789,69925840.0,10.98459,119.498596191406,94.46592
LCN,2002,94.71565,2.73319005966187,1605451.0,118.3995,,,79.7639770507813,99.3510818481445,70007176.0,10.70638,119.183486938477,94.29361
LCN,2003,94.71722,3.28613996505737,1941368.0,116.325,,,80.3990936279297,98.2297134399414,69453528.0,10.14713,117.563339233398,93.67196
LCN,2004,94.46297,3.2348198890686,1934216.0,116.3215,,,80.7510375976563,96.2044982910156,69544904.0,10.03923,116.308288574219,93.97811
LCN,2005,95.65705,2.73765993118286,1629512.0,117.2321,,,81.2823333740234,96.8870010375977,69076440.0,9.55725,116.051948547363,94.17077
LCN,2006,94.79038,2.53324007987976,1505094.0,112.9288,,,82.3979187011719,98.0330200195313,68646336.0,8.70733,115.539489746094,93.94626
LCN,2007,95.11274,2.32277011871338,1378650.0,112.5001,,,81.8755416870117,99.0826568603516,68554848.0,7.74884,115.502479553223,93.69869
LCN,2008,96.32635,2.33183002471924,1369583.0,110.0531,,,83.771598815918,99.1042861938477,68080224.0,6.96206,115.912338256836,95.07321
LCN,2009,96.50465,2.47070002555847,1446310.0,107.6163,,,83.7983322143555,99.4243927001953,67930760.0,6.38849,116.04483795166,94.8686
LCN,2010,96.23689,2.51803994178772,1553819.0,102.9705,,,83.8857574462891,99.8350219726563,67227608.0,5.92391,108.945671081543,94.9263
LCN,2011,96.1778,3.17892003059387,1923677.0,100.8786,,,83.2676315307617,100.059959411621,66609504.0,5.70431,110.073738098145,94.77554
LCN,2012,96.1709,3.13438010215759,1876821.0,97.76622,,,82.9286575317383,100.721092224121,65828132.0,5.59388,109.93628692627,94.84527
LCN,2013,95.54202,3.02238988876343,1802188.0,99.25376,,,84.4422378540039,100.389801025391,66101296.0,5.13036,110.856452941895,93.66306
LCN,2014,95.35144,3.26372003555298,1938609.0,99.55274,,,85.214973449707,100.712699890137,65342328.0,4.48167,110.006362915039,93.47957
LCN,2015,95.53155,3.17856001853943,1881947.0,100.5032,,,84.5014724731445,99.3734283447266,64549904.0,4.34288,109.023101806641,93.4024
LCN,2016,95.54695,3.27988004684448,1925731.0,100.6857,,,85.8124084472656,99.1196212768555,63975648.0,4.1633,108.962417602539,93.58351
LCN,2017,95.65426,3.14846992492676,1837288.0,100.4449,,,85.6559829711914,98.6465530395508,63557660.0,4.38108,108.915802001953,93.65373
LCN,2018,94.936,2.96351003646851,1726638.0,100.3875,,,85.9466781616211,98.0542602539063,63216808.0,4.39285,108.502006530762,93.71661
LCN,2019,,2.80910992622375,1635841.0,,,,85.7863388061523,98.0847320556641,62995144.0,,108.176971435547,
LCN,2020,,2.88477993011475,,,,,,98.3068771362305,,,,
LDC,2000,,38.8246307373047,39301188.0,102.0515,,,56.9243698120117,47.7303695678711,80151384.0,12.64698,79.1794891357422,60.42693
LDC,2001,,36.6102294921875,37848016.0,105.5528,,,59.1698188781738,49.6658096313477,84244000.0,12.5911,81.4888687133789,62.51889
LDC,2002,,33.4539604187012,35372576.0,111.0131,,,58.9985885620117,51.7186584472656,91143472.0,12.32835,86.199821472168,65.64719
LDC,2003,68.87829,30.4333095550537,32964962.0,111.9282,,,57.5230484008789,53.5593490600586,96906408.0,12.22197,89.4641723632813,68.59243
LDC,2004,71.08247,28.0751800537109,31141156.0,113.3498,,,58.3745193481445,55.1988983154297,101962608.0,12.2446,91.9239501953125,70.95124
LDC,2005,73.53245,25.6658496856689,29110684.0,116.6658,,,58.0458793640137,57.7088813781738,106820416.0,11.36234,94.1797332763672,73.39791
LDC,2006,75.69063,23.4927806854248,27235584.0,117.7175,,,58.7196502685547,59.3120613098145,112026816.0,11.06432,96.6317291259766,75.55129
LDC,2007,77.15327,21.9885005950928,26320304.0,117.806,,,57.9319801330566,60.4923095703125,117641320.0,11.05681,98.2798690795898,76.9554
LDC,2008,79.42805,19.6699104309082,24088462.0,123.1261,,62.3276527510843,56.3929405212402,62.3815307617188,123518576.0,10.6664,100.861549377441,79.26928
LDC,2009,79.82287,19.3150405883789,24195804.0,121.0719,,62.8573549903027,54.6178283691406,65.8501434326172,127054536.0,10.89836,101.425170898438,79.44566
LDC,2010,79.4341,19.5604305267334,25048756.0,121.1164,,,54.0050506591797,66.3359603881836,130469816.0,10.51108,101.883140563965,79.00299
